Date,PM2.5 Anand vihar,PM2.5 Bawana,PM2.5 DTU,PM2.5 Vivek Vihar
16-06-2017,0,0.0,43.02,0
17-06-2017,0,0.0,76.03,0
18-06-2017,0,0.0,60.19,0
19-06-2017,0,0.0,27.91,0
20-06-2017,0,0.0,55.14,0
21-06-2017,0,0.0,56.7,0
22-06-2017,0,0.0,50.11,0
23-06-2017,0,0.0,87,0
24-06-2017,0,0.0,89.85,0
25-06-2017,0,0.0,51.07,0
26-06-2017,0,0.0,45.95,0
27-06-2017,0,0.0,28.62,0
28-06-2017,0,0.0,31.8,0
29-06-2017,0,0.0,42.33,0
30-06-2017,0,0.0,60.88,0
01-07-2017,0,0.0,39.34,0
02-07-2017,0,0.0,59.59,0
03-07-2017,0,0.0,54.5,0
04-07-2017,0,0.0,56.26,0
05-07-2017,0,0.0,49.12,0
06-07-2017,0,0.0,38.05,0
07-07-2017,0,0.0,45.57,0
08-07-2017,0,0.0,45.56,0
09-07-2017,0,0.0,0,0
10-07-2017,0,0.0,0,0
11-07-2017,0,0.0,0,0
12-07-2017,0,0.0,0,0
13-07-2017,0,0.0,0,0
14-07-2017,0,0.0,0,0
15-07-2017,0,0.0,0,0
16-07-2017,0,0.0,0,0
17-07-2017,0,0.0,0,0
18-07-2017,0,0.0,0,0
19-07-2017,0,0.0,0,0
20-07-2017,0,0.0,0,0
21-07-2017,0,0.0,0,0
22-07-2017,0,0.0,0,0
23-07-2017,0,0.0,0,0
24-07-2017,0,0.0,0,0
25-07-2017,0,0.0,0,0
26-07-2017,0,0.0,0,0
27-07-2017,0,0.0,0,0
28-07-2017,0,0.0,0,0
29-07-2017,0,0.0,0,0
30-07-2017,0,0.0,0,0
31-07-2017,0,0.0,0,0
01-08-2017,0,0.0,0,0
02-08-2017,0,0.0,0,0
03-08-2017,0,0.0,0,0
04-08-2017,0,0.0,0,0
05-08-2017,0,0.0,0,0
06-08-2017,0,0.0,0,0
07-08-2017,0,0.0,0,0
08-08-2017,0,0.0,0,0
09-08-2017,0,0.0,0,0
10-08-2017,0,0.0,0,0
11-08-2017,0,0.0,0,0
12-08-2017,0,0.0,0,0
13-08-2017,0,0.0,0,0
14-08-2017,0,0.0,0,0
15-08-2017,0,0.0,0,0
16-08-2017,0,0.0,0,0
17-08-2017,0,0.0,0,0
18-08-2017,0,0.0,0,0
19-08-2017,0,0.0,0,0
20-08-2017,0,0.0,0,0
21-08-2017,0,0.0,0,0
22-08-2017,0,0.0,0,0
23-08-2017,0,0.0,0,0
24-08-2017,0,0.0,0,0
25-08-2017,0,0.0,0,0
26-08-2017,0,0.0,0,0
27-08-2017,0,0.0,0,0
28-08-2017,0,0.0,0,0
29-08-2017,0,0.0,0,0
30-08-2017,0,0.0,0,0
31-08-2017,0,0.0,0,0
01-09-2017,0,0.0,0,0
02-09-2017,0,0.0,0,0
03-09-2017,0,0.0,0,0
04-09-2017,0,0.0,0,0
05-09-2017,0,0.0,0,0
06-09-2017,0,0.0,17.1,0
07-09-2017,0,0.0,52.55,0
08-09-2017,0,0.0,8.71,0
09-09-2017,0,0.0,0,0
10-09-2017,0,0.0,0,0
11-09-2017,0,0.0,0,0
12-09-2017,0,0.0,69.01,0
13-09-2017,0,0.0,59.56,0
14-09-2017,0,0.0,37.7,0
15-09-2017,0,0.0,4.33,0
16-09-2017,0,0.0,0,0
17-09-2017,0,0.0,4.91,0
18-09-2017,0,0.0,16.23,0
19-09-2017,0,0.0,9.89,0
20-09-2017,0,0.0,53.88,0
21-09-2017,0,0.0,0,0
22-09-2017,0,0.0,0,0
23-09-2017,0,0.0,0,0
24-09-2017,0,0.0,0,0
25-09-2017,0,0.0,0,0
26-09-2017,0,0.0,0,0
27-09-2017,0,0.0,0,0
28-09-2017,0,0.0,0,0
29-09-2017,0,0.0,0,0
30-09-2017,0,0.0,15.1,0
01-10-2017,0,0.0,12.67,0
02-10-2017,0,0.0,16.51,0
03-10-2017,0,0.0,30.5,0
04-10-2017,0,0.0,27.5,0
05-10-2017,0,0.0,12.79,0
06-10-2017,0,0.0,29.35,0
07-10-2017,0,0.0,21.33,0
08-10-2017,0,0.0,28.71,0
09-10-2017,0,0.0,0,0
10-10-2017,0,0.0,0,0
11-10-2017,0,0.0,0,0
12-10-2017,0,0.0,0,0
13-10-2017,0,0.0,0,0
14-10-2017,0,0.0,0,0
15-10-2017,0,0.0,0,0
16-10-2017,0,0.0,0,0
17-10-2017,0,0.0,0,0
18-10-2017,0,0.0,133.77,0
19-10-2017,0,0.0,0,0
20-10-2017,0,0.0,24.05,0
21-10-2017,0,0.0,0,0
22-10-2017,0,0.0,17.95,0
23-10-2017,213.05,0.0,0,0
24-10-2017,229.54,0.0,0,0
25-10-2017,272.25,0.0,0,0
26-10-2017,267.88,0.0,0,0
27-10-2017,211.12,0.0,0,0
28-10-2017,268.79,0.0,0,0
29-10-2017,248,0.0,5.69,0
30-10-2017,284,0.0,255.76,0
31-10-2017,264.12,0.0,265.01,0
01-11-2017,91.46,0.0,213.27,0
02-11-2017,184.79,0.0,268.01,0
03-11-2017,87.26,0.0,239.42,0
04-11-2017,261.96,0.0,231.67,0
05-11-2017,315.67,0.0,386.6,0
06-11-2017,345.21,0.0,740.99,0
07-11-2017,611.08,0.0,695.34,0
08-11-2017,788.6,0.0,634.77,0
09-11-2017,571.33,0.0,458.81,0
10-11-2017,496.68,0.0,536.08,0
11-11-2017,547.24,0.0,703.03,0
12-11-2017,641.89,0.0,517.47,0
13-11-2017,518.04,0.0,371.46,0
14-11-2017,316.96,0.0,301.81,0
15-11-2017,250.62,0.0,234.15,0
16-11-2017,249.71,0.0,203.08,0
17-11-2017,186.45,0.0,195.22,0
18-11-2017,159.18,0.0,164.84,0
19-11-2017,152.75,0.0,234.31,0
20-11-2017,194.04,0.0,295.69,0
21-11-2017,229.5,0.0,285.7,0
22-11-2017,252.75,0.0,286.85,0
23-11-2017,230.83,0.0,314.95,0
24-11-2017,304.38,0.0,301.93,0
25-11-2017,266.17,0.0,352.19,0
26-11-2017,308.54,0.0,303.71,0
27-11-2017,275.36,0.0,252.88,0
28-11-2017,278.04,0.0,378.75,0
29-11-2017,356.29,0.0,290.88,0
30-11-2017,339.25,0.0,303.52,0
01-12-2017,299.88,0.0,316.54,0
02-12-2017,418.12,0.0,396.84,0
03-12-2017,424.71,0.0,371.9,0
04-12-2017,463.33,0.0,333.15,0
05-12-2017,357.62,0.0,150.58,0
06-12-2017,140.25,0.0,119.5,0
07-12-2017,97.96,0.0,1000,0
08-12-2017,155.18,0.0,277.38,0
09-12-2017,313.58,0.0,339.58,0
10-12-2017,396.04,0.0,374,0
11-12-2017,356.74,0.0,151.06,0
12-12-2017,145.38,0.0,214.46,0
13-12-2017,175.04,0.0,160.03,0
14-12-2017,184.76,0.0,159.72,0
15-12-2017,197.41,0.0,179.72,0
16-12-2017,0,0.0,180.26,0
17-12-2017,118.95,0.0,181.98,0
18-12-2017,181.58,0.0,292.14,0
19-12-2017,267.76,0.0,459.71,0
20-12-2017,441.17,0.0,405.52,0
21-12-2017,417.17,0.0,259.03,0
22-12-2017,201.62,0.0,211.31,0
23-12-2017,171.62,0.0,335.98,0
24-12-2017,358.52,0.0,368.62,0
25-12-2017,380.62,0.0,395.33,0
26-12-2017,329.96,0.0,334.89,0
27-12-2017,374.82,0.0,322.92,0
28-12-2017,340.92,0.0,282.7,0
29-12-2017,309.92,0.0,357.66,0
30-12-2017,403.67,0.0,348.71,0
31-12-2017,531.92,0.0,282.61,0
01-01-2018,481.62,0.0,274.29,0
02-01-2018,359.67,0.0,317.91,0
03-01-2018,287.71,0.0,361.02,0
04-01-2018,351.62,0.0,406.01,0
05-01-2018,306.25,0.0,424.77,0
06-01-2018,324.75,0.0,269.09,0
07-01-2018,242.08,0.0,287.31,0
08-01-2018,175.05,0.0,367.83,0
09-01-2018,375.22,0.0,326.25,0
10-01-2018,245.79,0.0,248.24,0
11-01-2018,203.12,0.0,297.3,0
12-01-2018,231.46,0.0,428.01,0
13-01-2018,388.08,0.0,340.76,0
14-01-2018,302.62,0.0,257.18,0
15-01-2018,240.96,0.0,222.93,0
16-01-2018,164.95,0.0,350.29,0
17-01-2018,294.38,0.0,417.27,0
18-01-2018,451.83,0.0,398.8,0
19-01-2018,409.32,0.0,259.57,0
20-01-2018,235.55,0.0,258.76,0
21-01-2018,183.85,0.0,272.95,0
22-01-2018,247.94,0.0,233.53,0
23-01-2018,196.4,0.0,166.56,0
24-01-2018,162.97,0.0,149.3,0
25-01-2018,76.21,0.0,131,0
26-01-2018,191.67,0.0,211.74,0
27-01-2018,223.46,0.0,146.64,0
28-01-2018,235.79,0.0,198.75,0
29-01-2018,242.21,0.0,184.22,0
30-01-2018,134.25,0.0,185.52,0
31-01-2018,144,0.0,250.5,173.48
01-02-2018,193.92,0.0,111.44,135.54
02-02-2018,129.08,0.0,0,110.83
03-02-2018,105.12,0.0,0,147.08
04-02-2018,136.11,0.0,159.09,173.5
05-02-2018,178.25,0.0,160.63,138.29
06-02-2018,130.33,0.0,167.79,144
07-02-2018,136.5,0.0,284.38,225.46
08-02-2018,232.33,0.0,306.65,202.79
09-02-2018,228.17,0.0,206.28,247.59
10-02-2018,309.75,0.0,134.89,157.67
11-02-2018,165.12,0.0,72.3,69.21
12-02-2018,62,0.0,119.17,134.42
13-02-2018,118.92,0.0,95.78,80.62
14-02-2018,69.25,0.0,135.23,111.17
15-02-2018,91.25,0.0,173.34,134.5
16-02-2018,123.94,0.0,164.79,147.86
17-02-2018,135.17,0.0,188.25,151.76
18-02-2018,161.5,0.0,219.28,239.39
19-02-2018,261.25,0.0,218.2,184.03
20-02-2018,231.17,0.0,198.38,200.33
21-02-2018,251.17,0.0,183.99,211.21
22-02-2018,214.75,0.0,172.08,272.34
23-02-2018,238.29,0.0,211.08,183.56
24-02-2018,183.33,0.0,90.76,126.05
25-02-2018,125,0.0,81.29,74.01
26-02-2018,63.17,0.0,115.91,97.73
27-02-2018,89.5,0.0,192.31,138.61
28-02-2018,151.17,0.0,154.52,125.65
01-03-2018,141.71,0.0,158.16,199.79
02-03-2018,179.5,0.0,121.96,97.55
03-03-2018,105.25,0.0,83.27,119
04-03-2018,99.58,0.0,94.97,77.34
05-03-2018,75.46,0.0,99.59,81.07
06-03-2018,75.67,0.0,127.28,84.79
07-03-2018,95.35,0.0,193.33,207.54
08-03-2018,226.08,0.0,132.73,140.95
09-03-2018,156.12,0.0,92.52,74.03
10-03-2018,67.79,0.0,122.35,87.42
11-03-2018,79.6,0.0,131.84,116.88
12-03-2018,0,0.0,151.51,116.04
13-03-2018,0,0.0,147.32,145.42
14-03-2018,79.77,0.0,127.33,125.85
15-03-2018,141.42,0.0,154,162.14
16-03-2018,154.5,0.0,123.09,113.69
17-03-2018,93.91,0.0,156.59,72.05
18-03-2018,0,0.0,105.98,93.33
19-03-2018,0,0.0,135.3,132.77
20-03-2018,166.57,0.0,120.23,179.22
21-03-2018,166.25,0.0,87.23,124.17
22-03-2018,110.71,0.0,76.21,61.46
23-03-2018,63.75,0.0,94.3,84.25
24-03-2018,80,0.0,100.39,92.96
25-03-2018,72.41,0.0,122.49,97.58
26-03-2018,91.19,0.0,183.41,131.72
27-03-2018,158.88,0.0,134.08,122.83
28-03-2018,171.25,0.0,121.99,97.65
29-03-2018,116.53,0.0,109.08,90.46
30-03-2018,129.45,0.0,44.01,111.79
31-03-2018,0,0.0,50.33,72.9
01-04-2018,73.92,0.0,63.89,109.33
02-04-2018,110.17,0.0,86.41,109.86
03-04-2018,111.17,0.0,156.76,121.39
04-04-2018,143.79,0.0,137.68,209.9
05-04-2018,212.13,0.0,111.55,113.91
06-04-2018,97.67,0.0,54.25,55.25
07-04-2018,54.96,0.0,47.78,47.97
08-04-2018,49.38,0.0,52.72,55.08
09-04-2018,49.13,0.0,103.54,118.15
10-04-2018,80.56,0.0,58.22,0
11-04-2018,54.62,0.0,47.52,78.69
12-04-2018,66.37,0.0,118.03,137.02
13-04-2018,140.58,0.0,125.05,91.29
14-04-2018,163.05,0.0,182.87,146.6
15-04-2018,132,0.0,77,100.74
16-04-2018,180.29,0.0,77.48,74.82
17-04-2018,105.8,0.0,67.55,73.09
18-04-2018,74.58,0.0,83.23,91.05
19-04-2018,92.83,0.0,79.97,92.9
20-04-2018,108.03,0.0,76.45,80.32
21-04-2018,179.92,0.0,47.91,49.5
22-04-2018,112,0.0,63.72,77.52
23-04-2018,94.25,0.0,0,109.05
24-04-2018,142.46,0.0,0,120.23
25-04-2018,171.12,0.0,124.9,140.54
26-04-2018,232.03,0.0,103.1,93.88
27-04-2018,97.75,0.0,76.14,79.62
28-04-2018,84.82,0.0,93.97,90.25
29-04-2018,99.21,0.0,91.45,74.54
30-04-2018,146.39,0.0,0,55.59
01-05-2018,49.25,0.0,54.57,58.08
02-05-2018,58.54,0.0,39.81,44.71
03-05-2018,48.67,0.0,38.41,44.21
04-05-2018,51.38,0.0,74.71,76.25
05-05-2018,93.33,0.0,123.01,114.04
06-05-2018,130.83,0.0,155.19,165.25
07-05-2018,185.33,0.0,51.42,57.43
08-05-2018,81.79,0.0,83.22,86.83
09-05-2018,110.67,0.0,134.48,94.69
10-05-2018,120.79,0.0,175.55,140.01
11-05-2018,194.88,0.0,0,150.19
12-05-2018,242.49,0.0,0,66.62
13-05-2018,80.33,0.0,42.28,42.37
14-05-2018,51.12,0.0,37.79,63.78
15-05-2018,73.04,0.0,34.59,79.33
16-05-2018,82.12,0.0,98.02,106.04
17-05-2018,112.75,0.0,92.35,121.46
18-05-2018,117.46,0.0,75.91,105.33
19-05-2018,127.75,0.0,92.24,117
20-05-2018,104.92,0.0,69.48,68.9
21-05-2018,72.29,0.0,89.93,93.69
22-05-2018,121.94,0.0,117.83,0
23-05-2018,177.79,0.0,87.79,110
24-05-2018,134.84,0.0,81.17,95.33
25-05-2018,111.21,0.0,98.94,103.04
26-05-2018,101.42,0.0,0,93.25
27-05-2018,115.46,0.0,98.38,125.71
28-05-2018,125.5,0.0,114.64,99.38
29-05-2018,124.17,0.0,48.91,49.08
30-05-2018,56.67,0.0,69.15,65
31-05-2018,70.12,0.0,69.6,66.67
01-06-2018,71.38,0.0,38.29,37.96
02-06-2018,44.04,0.0,53.99,49
03-06-2018,55.87,0.0,56.1,52.21
04-06-2018,58.62,0.0,48.18,50.82
05-06-2018,49.75,0.0,44.19,52.38
06-06-2018,58.96,0.0,79.78,68.25
07-06-2018,184.95,0.0,65,67.04
08-06-2018,112.67,0.0,41.73,49.58
09-06-2018,26.54,0.0,62.27,73.08
10-06-2018,90.8,0.0,66.41,66.38
11-06-2018,86.83,0.0,132.77,133.14
12-06-2018,168.21,0.0,247.84,234.06
13-06-2018,330.46,0.0,184.7,177.83
14-06-2018,258.38,0.0,130.84,120.09
15-06-2018,252.71,0.0,115.85,119.54
16-06-2018,183.98,0.0,63.28,68.54
17-06-2018,108.33,0.0,48.4,79.92
18-06-2018,94.83,0.0,44.62,45.96
19-06-2018,68.32,0.0,59.86,57.6
20-06-2018,95.76,0.0,96.96,68.6
21-06-2018,104.37,0.0,72.35,112.46
22-06-2018,132.7,0.0,76.26,71.45
23-06-2018,97.5,0.0,54.93,27.88
24-06-2018,76.76,0.0,55.82,2.58
25-06-2018,59.61,0.0,39.3,18.41
26-06-2018,73.36,0.0,47.23,54.58
27-06-2018,67.33,0.0,25.38,30.74
28-06-2018,0,0.0,38.01,31.62
29-06-2018,0,0.0,42.11,35.44
30-06-2018,0,0.0,30.16,25.62
01-07-2018,0,0.0,23.73,25.91
02-07-2018,0,0.0,36.51,48.29
03-07-2018,0,55.41,42.55,40.4
04-07-2018,0,54.49,42.52,57.15
05-07-2018,0,74.42,45.51,77.14
06-07-2018,0,70.82,61.69,61.52
07-07-2018,0,98.12,63.07,73.27
08-07-2018,0,80.62,67.42,61.89
09-07-2018,0,58.33,43.95,41.97
10-07-2018,0,50.71,36.88,37.5
11-07-2018,0,55.5,41.76,50.41
12-07-2018,0,39.17,25.57,29.25
13-07-2018,0,41.54,49.33,29.12
14-07-2018,0,52.82,45.47,37.94
15-07-2018,0,55.71,36.75,51.51
16-07-2018,0,50.12,48.62,25.66
17-07-2018,0,54.46,37.48,33.73
18-07-2018,0,43.27,25.4,25.58
19-07-2018,0,48.93,36.67,46.45
20-07-2018,0,55.51,41.38,68.41
21-07-2018,0,38.81,27.51,31.25
22-07-2018,0,46.24,27.31,46.77
23-07-2018,0,53.01,39.51,40.54
24-07-2018,0,38.33,17.12,28.65
25-07-2018,0,29.71,11.32,27.7
26-07-2018,0,25.78,8.06,33.75
27-07-2018,0,30.47,22.52,35.88
28-07-2018,0,48.17,47.89,55.77
29-07-2018,0,41.8,36.15,38.71
30-07-2018,0,49.09,41.2,47.02
31-07-2018,0,62.7,48.53,48.84
01-08-2018,0,94.96,63.72,58.15
02-08-2018,0,95.36,70.33,53.27
03-08-2018,0,106.46,58.51,54.11
04-08-2018,0,96.21,50.01,51.48
05-08-2018,0,71.61,37.93,49.54
06-08-2018,0,51.29,31.59,43.6
07-08-2018,0,50.71,32.86,29.33
08-08-2018,0,50.14,36.62,31.26
09-08-2018,0,72.64,45.06,45.71
10-08-2018,0,37.59,25.18,28.62
11-08-2018,0,33.18,18.32,27.69
12-08-2018,51,37.79,23.1,33.1
13-08-2018,42.72,59.11,42.03,53.62
14-08-2018,65.27,58.8,36.26,35.98
15-08-2018,49.05,52.8,39.69,37.5
16-08-2018,47.13,36.12,22.01,28.64
17-08-2018,40.57,36.43,31.76,33.66
18-08-2018,40.1,62.25,51.46,53.57
19-08-2018,71.68,64.79,56.08,56.69
20-08-2018,77.62,53.69,33.65,30.14
21-08-2018,32.3,44.59,32.4,26.56
22-08-2018,31.5,32.77,20.58,26.27
23-08-2018,37.32,27.74,20.65,24.6
24-08-2018,39.53,25.49,3.55,20.08
25-08-2018,34.65,35.45,1.26,20.67
26-08-2018,33.22,33.89,18.49,16.18
27-08-2018,30.59,30.2,20.45,25.9
28-08-2018,38.01,33.42,27.11,31.64
29-08-2018,33.9,43.04,30.42,37.84
30-08-2018,102.93,48.61,35.84,40.97
31-08-2018,55.77,54.09,42.73,48.89
01-09-2018,51.76,47.27,31.11,51.1
02-09-2018,62.03,44.08,31.1,47.92
03-09-2018,63.37,58.54,52.66,71.44
04-09-2018,79.21,50.79,34.52,43.17
05-09-2018,48.73,42.38,29.71,48.08
06-09-2018,50.66,41.38,24.25,55.48
07-09-2018,58.4,32.12,23.45,28.42
08-09-2018,34.35,30.46,23.41,24.44
09-09-2018,24.54,38.83,32.2,42.76
10-09-2018,41.64,27.04,22.72,33.39
11-09-2018,34.77,31.17,20.7,31.58
12-09-2018,35.6,27.5,25.26,25.67
13-09-2018,35.29,35.42,32.21,32.83
14-09-2018,41.13,41.04,34.33,38.96
15-09-2018,41.42,59.89,42.92,51.15
16-09-2018,50.71,64.3,47.5,65.35
17-09-2018,62.97,57.32,48.27,57.83
18-09-2018,51.31,69.67,55.01,51.87
19-09-2018,70.21,112.96,71.74,51.43
20-09-2018,0,62.25,45.88,28.93
21-09-2018,0,25.83,21.92,20.14
22-09-2018,0,27.25,34.38,23.59
23-09-2018,0,19.58,15.22,20.23
24-09-2018,39.55,23.29,17.35,22.49
25-09-2018,28.99,45.7,40,34.2
26-09-2018,51.38,80.55,70.01,79.9
27-09-2018,100.64,98.52,85.67,131.94
28-09-2018,123.84,101.4,77.69,130.91
29-09-2018,124.32,64.45,52.46,67.23
30-09-2018,64.91,78.15,66.5,78.71
01-10-2018,68.36,89.93,80.48,71.25
02-10-2018,58.48,81.48,63.53,90.24
03-10-2018,75.24,106.45,86.7,138.92
04-10-2018,134.73,127.24,117.87,147.9
05-10-2018,140.02,91.59,86.88,76.06
06-10-2018,86.23,111.15,84.28,98.25
07-10-2018,95.2,131.8,117,159.52
08-10-2018,151.45,128.01,101.09,121
09-10-2018,104.92,129.5,96.79,99.08
10-10-2018,98.44,101.57,75.04,54.59
11-10-2018,70.32,92.46,68.71,111.5
12-10-2018,78.92,115.67,145.26,163.95
13-10-2018,200.07,97.25,98.39,117.21
14-10-2018,101.62,130.46,69.78,135.69
15-10-2018,137.74,157.92,119.62,173.89
16-10-2018,178.92,190.54,130.76,171.79
17-10-2018,171.62,195.08,166.94,139.77
18-10-2018,169.46,163.29,137.61,178.19
19-10-2018,173.17,226.96,159.93,210.82
20-10-2018,213.25,181.29,153.84,76.75
21-10-2018,175.7,163.82,146.29,58.92
22-10-2018,147.14,152.24,132.68,71.65
23-10-2018,162.53,183.22,164.4,108.69
24-10-2018,217.26,162.02,157.02,101.33
25-10-2018,210.05,231.03,196.91,280.67
26-10-2018,282.55,280.9,208.59,269.69
27-10-2018,266.7,267.17,220.39,259.33
28-10-2018,263.84,248.88,281.38,313.32
29-10-2018,312.94,313.96,270.75,369.48
30-10-2018,357.19,303.83,278.03,270.29
31-10-2018,256.26,215.05,271,287.6
01-11-2018,312,251.54,229.2,224.75
02-11-2018,215.47,192.33,166.91,122.19
03-11-2018,165.14,134.79,110.92,33.98
04-11-2018,112.71,403.79,374.51,112.46
05-11-2018,463.68,230.8,195.7,55.85
06-11-2018,202.62,243.57,230.47,138.11
07-11-2018,238.31,321.09,402.52,536.2
08-11-2018,503.94,325.79,254.76,383.5
09-11-2018,443,332.81,332.35,360.69
10-11-2018,376.11,168.88,238.26,302.75
11-11-2018,345.6,219.34,272.72,307.59
12-11-2018,358.78,272.79,294.65,303.9
13-11-2018,332.9,76.68,145.01,146.23
14-11-2018,169.27,59.61,109.74,33.17
15-11-2018,115.82,58.73,172.16,30.98
16-11-2018,141.71,61.67,171.1,42.81
17-11-2018,184.16,112.84,215.95,49.75
18-11-2018,211.56,173.2,226.31,114.79
19-11-2018,225.89,303.57,259.45,246.48
20-11-2018,268.73,276.11,236.48,204.75
21-11-2018,236.23,212.31,162.68,143.47
22-11-2018,176.23,244.12,202.21,179.06
23-11-2018,209.58,152.35,128.42,121.6
24-11-2018,125.04,179.94,174.64,167.19
25-11-2018,195.4,248.29,212.86,190.85
26-11-2018,256.43,304.77,258.59,231.05
27-11-2018,253.29,190.54,219.98,241.64
28-11-2018,242.94,192.44,269.31,235.66
29-11-2018,299.03,234.64,232.54,55.6
30-11-2018,238.5,206.19,155.85,36.31
01-12-2018,180.43,174.41,164.04,48.46
02-12-2018,266.94,139.56,262.68,48.85
03-12-2018,272.49,138.62,255.9,58.35
04-12-2018,333.27,132.0,186.47,97.26
05-12-2018,257.87,131.79,223.18,277.04
06-12-2018,305.74,104.83,217.47,199.58
07-12-2018,245.19,121.04,165.89,230.23
08-12-2018,258.36,130.59,187.11,262.91
09-12-2018,298.88,232.78,232.14,63.02
10-12-2018,334.42,294.85,326.29,61.84
11-12-2018,344,256.14,224.29,44.47
12-12-2018,233.11,109.9,84.5,69.16
13-12-2018,110.43,123.09,124.91,104.44
14-12-2018,118.47,103.43,139.08,133.79
15-12-2018,129.48,112.79,152.14,163.77
16-12-2018,180.36,140.98,202.24,125.08
17-12-2018,187.88,133.92,223.06,193.07
18-12-2018,221.27,151.99,248.51,210.71
19-12-2018,258.56,174.72,297.95,261.9
20-12-2018,322.86,155.38,282.59,250.69
21-12-2018,301.34,278.11,321.22,370.81
22-12-2018,442.95,292.42,406.05,481.69
23-12-2018,564.15,213.58,396.49,481.12
24-12-2018,557.14,120.83,268.99,255.25
25-12-2018,278.46,226.9,294.65,266.19
26-12-2018,302.2,203.14,376.94,306.6
27-12-2018,361.68,174.96,268.8,267.81
28-12-2018,274.34,160.62,321.16,279.29
29-12-2018,330.41,191.64,375.33,427.21
30-12-2018,521.26,141.52,308.28,296.73
31-12-2018,415.89,151.12,297.6,319.94
01-01-2019,380.23,257.21,350.33,357.69
02-01-2019,418.47,141.07,381.28,367.83
03-01-2019,412.89,222.49,228.88,279.73
04-01-2019,291.95,309.92,246.89,283.69
05-01-2019,241.67,178.92,156.46,210.25
06-01-2019,191.85,204.94,173.64,177.58
07-01-2019,197.84,182.73,158.04,147.92
08-01-2019,152.66,194.78,161.86,141.65
09-01-2019,155.26,249.77,220.15,182.75
10-01-2019,205.47,395.12,283.59,293.14
11-01-2019,350.48,449.05,290.29,399.02
12-01-2019,445.31,277.81,241.32,302.96
13-01-2019,312.21,132.35,99.98,83.62
14-01-2019,93.93,203.04,161.8,192.48
15-01-2019,145.29,397.05,296.83,311.69
16-01-2019,326.42,453.2,330.3,390.21
17-01-2019,408.33,289.05,326.2,249.6
18-01-2019,264.69,333.94,225.24,292.27
19-01-2019,345.16,369.44,344.36,335.3
20-01-2019,400.89,236.15,219.03,178.12
21-01-2019,169.11,64.86,47.71,46.95
22-01-2019,56.68,144.26,155.02,152.64
23-01-2019,166.89,132.48,107.91,127.31
24-01-2019,133.97,122.5,87.67,76.1
25-01-2019,78.64,152.3,107.04,91.54
26-01-2019,94.48,167.75,150.94,117.8
27-01-2019,127.48,165.76,133.74,111.97
28-01-2019,122.43,203.52,172.27,135.21
29-01-2019,150.93,273.81,233.6,216.03
30-01-2019,239.03,231.05,201.49,212.74
31-01-2019,231.24,225.21,193.41,190.92
01-02-2019,202.11,189.27,143.94,198.71
02-02-2019,218.75,142.03,0,136.29
03-02-2019,161.82,193.34,0,178.46
04-02-2019,197.05,336.48,0,289.83
05-02-2019,429.5,229.1,0,171.58
06-02-2019,185.3,80.4,59.6,58.4
07-02-2019,70.83,89.4,78.1,85.38
08-02-2019,96.89,116.82,96.17,76.15
09-02-2019,79.52,188.92,170.55,114.06
10-02-2019,121.83,197.52,165.65,136.73
11-02-2019,159.48,214.45,202.09,202.69
12-02-2019,225.55,252.2,205.2,193.04
13-02-2019,222.12,179.29,153.64,156.33
14-02-2019,169.65,141.46,126.56,117.62
15-02-2019,131.03,116.52,120.24,114.15
16-02-2019,131.54,107.92,109.45,99.98
17-02-2019,116.31,119.14,112.26,96.98
18-02-2019,110.02,156.98,139.93,129.08
19-02-2019,138.92,105.59,105.28,85.77
20-02-2019,102.17,90.03,84.52,77.26
21-02-2019,81.47,82.38,78.08,69
22-02-2019,85.93,95.82,73.76,44.69
23-02-2019,55.89,130.15,113,83.26
24-02-2019,84.85,107.52,104.76,121.72
25-02-2019,116.28,79.03,61,65.84
26-02-2019,70.24,82.7,42.84,96.08
27-02-2019,94.97,124.4,110.47,112.58
28-02-2019,129.23,120.04,99.1,84.05
01-03-2019,99.01,161.83,131.78,104.35
02-03-2019,117.66,81.71,71.65,63.56
03-03-2019,71.49,109.79,106.14,106.42
04-03-2019,117.36,88.88,88.84,60.19
05-03-2019,71.04,111.65,94.67,73.08
06-03-2019,96.88,135.59,113,102.35
07-03-2019,119.33,119.48,89.53,132.48
08-03-2019,133.31,91.68,82.5,73.31
09-03-2019,80.83,100.53,89.31,65.98
10-03-2019,77.09,93.69,87.07,73.17
11-03-2019,89.49,72.98,57.41,57.27
12-03-2019,60.35,108.86,83.5,110.42
13-03-2019,112.45,120.12,95.47,127.6
14-03-2019,144.6,97.33,91.43,56.35
15-03-2019,74.93,92.58,77.3,61.11
16-03-2019,70.14,122.54,113.68,76.85
17-03-2019,96.2,127.7,128.69,92.17
18-03-2019,112.42,135.88,120.63,83
19-03-2019,159.31,125.33,93.69,85.23
20-03-2019,132.17,104.38,98.24,110.74
21-03-2019,329.25,52.6,46.43,29.49
22-03-2019,35.63,88.92,70.88,55.44
23-03-2019,69.23,62.57,57.15,49.99
24-03-2019,57.34,86.86,74.98,65.15
25-03-2019,73.02,115.64,93.79,63.62
26-03-2019,72.42,130.91,105.55,68.15
27-03-2019,80.28,179.11,140.32,135.65
28-03-2019,158.64,122.08,113.91,180.07
29-03-2019,187.6,120.81,105.69,134.21
30-03-2019,153.15,74.33,54.74,47.92
31-03-2019,59.08,85.12,50.54,42.24
