From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5
11-01-2019 00:00,498.06,193.16,70.18,0.75,2.65,7.54,194.8,3.36,17.87,81.18,65.93,349.38
11-01-2019 08:00,469.97,63.56,77.53,1.04,2.11,6.35,93.05,25.58,24.14,85.72,36.32,280.22
11-01-2019 16:00,694.38,175.67,102.02,0.67,3.05,13.85,200,7.3,21.65,94.55,85.59,461.81
12-01-2019 00:00,509.33,162.69,79.85,0.61,3.66,9.07,174.18,3.46,16.23,87.43,53.13,412
12-01-2019 08:00,599.81,73.29,88.05,1.38,2.45,8.37,106.58,26.77,20.71,101.38,45.03,351.62
12-01-2019 16:00,669.94,95.69,98.43,0.87,2.63,13.57,130.42,11.94,19.55,108.53,71.92,397.56
13-01-2019 00:00,594.69,167.89,76.68,1.24,3.57,10.29,177.71,4.24,17.36,108.37,58.67,422.19
13-01-2019 08:00,445,47.99,66.91,1.14,2.12,5.73,74.76,23.51,19.73,110.66,36.7,292.69
13-01-2019 16:00,349.25,23.49,69.6,1.95,1.73,4.1,56.18,7.97,14.95,111.12,37.13,233.19
14-01-2019 00:00,150.31,25.09,46.2,2.04,1.26,2.17,45.09,6.67,12.22,86.64,17.45,108.5
14-01-2019 08:00,244.81,10.92,39.7,2.4,1.06,1.83,30.03,29.68,15.06,72.97,48.65,98.19
14-01-2019 16:00,231.25,13.69,53.19,2,1.02,2.11,39.47,14.01,14.7,73.67,34.49,118.62
15-01-2019 00:00,200.12,33.14,58.42,1.77,0.99,2.23,58.23,10.49,14.68,69.38,24.62,138.53
15-01-2019 08:00,307.28,27.4,53.42,1.97,1.25,3.22,50.79,21.4,19.75,71.94,69.21,166.44
15-01-2019 16:00,391.81,89,86.85,1.22,1.53,5.75,118.72,6.32,19.75,77.38,89.87,237.53
16-01-2019 00:00,534.59,157.67,74.15,0.67,2.58,7.14,166.21,3.35,18.18,79.35,57.1,396.72
16-01-2019 08:00,471.47,55.05,88.97,1.2,2.05,6.42,92.13,18.82,26.55,79.47,37.86,278.78
16-01-2019 16:00,705.88,101.29,90.63,0.82,2.39,11.36,130.79,6.2,23.62,86.52,64.48,420.5
17-01-2019 00:00,692,202.18,68.43,0.68,4.02,11.39,201.32,3.87,17.07,81.13,55.56,535.12
17-01-2019 08:00,519.69,52.29,75.56,1.31,2.24,6.65,82.85,24.21,28.87,81.18,39.03,344.69
17-01-2019 16:00,476.81,39.52,81.71,1.48,1.91,4.7,75.69,6.04,18.51,80.62,55.92,306.62
18-01-2019 00:00,400.12,57.72,70.68,1.1,1.95,3.84,84.59,3.76,13.48,71.79,31.02,306.75
18-01-2019 08:00,467.81,40.15,72.69,1.56,2.44,4.81,71.31,13.1,20.33,73.06,64.33,312.5
18-01-2019 16:00,503.25,70.19,77.35,1.01,3,4.99,97.82,4.52,17.72,89.83,51.92,319.69
19-01-2019 00:00,585.88,184.28,94.11,1.02,2.4,8.5,200.19,4.09,23.09,94.57,88.56,451.81
19-01-2019 08:00,447.06,34.84,76.41,1.27,1.7,5.58,69.08,15.4,33.62,77.34,122.27,294.06
19-01-2019 16:00,509.36,236.7,124.72,0.71,3.24,9.33,258.44,5.24,25.2,78,83.38,378.75
20-01-2019 00:00,804.2,477.99,146.07,0.57,5.43,13.83,470.29,8.83,26.63,100.06,90.77,632
20-01-2019 08:00,521.55,215.09,146.19,0.99,4.76,10.58,252.2,18.77,32.79,102.02,92.66,459.56
20-01-2019 16:00,668.56,145.11,116.6,0.72,2.2,10.49,180.33,6.46,23.41,91.47,86.26,336.88
21-01-2019 00:00,588.12,304.52,121.88,1.15,3.68,12.17,313.17,24.38,21.6,97.83,60.33,398.38
21-01-2019 08:00,528.44,88.33,74.73,2.93,2.23,6.42,111.68,8.17,26.92,99.97,34.73,221.06
21-01-2019 16:00,211.38,40.83,66.85,2.77,1.45,3.68,68.78,7.18,18.96,93.71,31.91,105.31
22-01-2019 00:00,72.94,59.24,62.02,2.44,0.97,1.66,81.23,6.78,16.17,72.48,16.15,61.94
22-01-2019 08:00,145.25,54.02,44.44,1.89,1.12,2.88,67.72,6.8,17.33,74.28,23.38,98.31
22-01-2019 16:00,129.19,30.56,45.54,1.29,1.23,3.18,49.14,4.48,15.81,78.69,36.96,81.38
23-01-2019 00:00,151.94,108.75,49.22,0.81,1.15,4.47,114.73,3.84,16.45,72.68,23.18,107.88
23-01-2019 08:00,327.75,65.79,65.06,1.28,1.58,3.81,88.84,10.83,17.88,89.89,33.94,236.28
23-01-2019 16:00,421.44,76.97,70.17,1.06,1.93,5.67,100.13,4.81,18.42,106.79,56.7,267
24-01-2019 00:00,288.56,80.1,49.93,1.03,1.74,4.21,91.89,3.67,15.84,92.82,24.66,179.69
24-01-2019 08:00,350.75,58.25,62.17,1.16,1.4,5.11,80.52,9.85,18.7,96.57,22.82,182.44
24-01-2019 16:00,189.91,13.33,58.72,2.85,1.1,3.58,42.1,9.43,18.03,77.9,41.24,97.59
25-01-2019 00:00,110.31,None,None,None,0.65,2.59,None,17.43,18.83,51.44,33.33,74.38
25-01-2019 08:00,173.75,8.17,50.69,1.71,0.95,2.97,33.5,39.8,24.59,51.55,29.77,108.31
25-01-2019 16:00,242.34,23.92,53.58,1.66,1.43,4.11,48,11.02,24.02,55.64,48.5,132.94
26-01-2019 00:00,198.81,26.45,45.49,1.61,1.01,2.73,45.76,16.06,20.49,55.11,20.43,134.12
26-01-2019 08:00,165.97,11.05,43.5,2.18,0.78,2.08,32.13,63.17,20.52,48.83,13.42,104.31
26-01-2019 16:00,187.34,12.19,51.71,1.62,1.24,2.85,37.44,20.45,19.3,53.55,15.28,117.56
27-01-2019 00:00,276.25,25.99,46.22,1.28,1.09,3.35,45.78,7.19,26.83,62,14.77,205.19
27-01-2019 08:00,232.09,15.93,47.16,2.31,0.95,3.7,38.06,44.67,19.23,51.7,32.79,140.5
27-01-2019 16:00,253.94,20.38,50.28,1.67,1.31,4.58,43.33,14.48,22.88,55.18,35.08,149.47
28-01-2019 00:00,406.81,33.93,49.39,1.64,1.27,12.25,53.93,6.79,25.88,60.46,17.02,322.06
28-01-2019 08:00,277.88,24.37,51.01,2.56,1,4.11,46.98,44.38,19.91,50.24,24.22,160.44
28-01-2019 16:00,263.12,19.83,53.86,1.62,1.45,3.92,44.83,15.6,22.28,52.03,32.86,149.78
29-01-2019 00:00,240.34,41.59,54.36,1.62,1.03,2.87,62.82,9.28,25.05,51.57,17.86,172.34
29-01-2019 08:00,251.69,33.53,55.92,2.23,1,3.03,57.1,48.73,20.65,48.38,21.99,136.34
29-01-2019 16:00,334.31,45.77,58.98,1.28,2.04,4.59,68.75,20.91,30.29,58.68,53.39,189.28
30-01-2019 00:00,365.44,81.62,53.68,1.16,1.32,3.32,95.09,4.21,40.88,61.79,23.37,264.88
30-01-2019 08:00,377.81,63.17,63.4,1.48,1.45,4.89,85.28,52.68,33.08,55.65,83.24,229.19
30-01-2019 16:00,538.19,81.16,64.27,0.86,4.18,10.98,100.23,70,47.45,68.02,75.94,307.75
31-01-2019 00:00,588,264.48,64.14,0.95,3.37,14.04,249.86,3.95,45,85.63,69.59,386.75
31-01-2019 08:00,393.75,77.49,67.4,2.59,1.44,6.48,98.95,42.97,24.47,72.21,33.45,190.21
31-01-2019 16:00,379.94,28.11,59.46,1.82,2.01,8.98,54.54,16.71,24.26,71.29,45.45,191.38
01-02-2019 00:00,336,109.15,65.31,1.22,1.48,7.01,122.46,4.78,43.47,77.21,36.3,239.56
01-02-2019 08:00,385.94,78.42,63.38,1.89,1.61,6.13,97.7,33.62,23.81,81.57,39.98,235.94
01-02-2019 16:00,331.12,20.89,58.35,1.94,1.33,4.12,48.34,11.95,17.63,77.72,53.42,250.19
02-02-2019 00:00,242.94,20.45,47.95,1.99,0.95,3.38,42.18,14.01,13.77,57.31,15.16,183.19
02-02-2019 08:00,412.5,16.21,54.31,1.84,1.4,3.96,42.11,24.03,16.01,71.27,40.35,229.12
02-02-2019 16:00,425.91,37.74,74.02,1.56,2.26,5.4,70.12,9.12,18.15,101.39,58.02,304.34
03-02-2019 00:00,187.06,37.13,52.1,1.63,1,2.95,57.78,9.6,14.19,93.56,20.56,140.5
03-02-2019 08:00,239.88,18.76,45.22,1.56,1.07,3.78,39.4,29.6,17.27,99.93,59.4,157.91
03-02-2019 16:00,408.53,70.64,94.53,1.45,2.17,8.93,107.91,12.39,34.26,99.41,69.88,273.34
04-02-2019 00:00,324.69,136.06,106.08,1.19,1.44,6.74,167.33,3.94,32.38,93.47,60.72,244.47
04-02-2019 08:00,317.88,42.35,81.68,1.46,1.56,7.91,77.96,53.11,24.18,98.73,56.51,185.94
04-02-2019 16:00,453.88,194.52,122.36,0.8,4.03,7.25,221.92,16.56,25.83,93.16,71.25,215.41
05-02-2019 00:00,801.1,441.76,173.39,0.67,5.59,16.74,444.2,6.97,50.53,90.6,118.52,564.25
05-02-2019 08:00,539.28,71.09,116.82,1.72,2.2,9.28,119.71,46.89,36.27,94.73,49.63,302.41
05-02-2019 16:00,645.16,131.4,130.01,1.09,4.41,15.37,176.35,12.72,20.56,88.39,85.91,322
06-02-2019 00:00,483.06,130.22,113.42,1.08,2.5,11.8,166.66,4.8,20.16,90.98,45.15,330.25
06-02-2019 08:00,377.12,78.01,99.08,2.11,1.74,6.88,116.72,30.58,20.79,84.44,25.59,213.19
06-02-2019 16:00,311.06,24.81,75.28,2.17,1.97,10.04,60.28,19.05,16.58,76.03,36.21,203.19
07-02-2019 00:00,150.62,14.39,45.63,2.59,0.92,5.73,36.06,23.65,14.2,62.26,13.87,96.25
07-02-2019 08:00,270.75,16.95,44.09,3.82,1.01,3.36,37.26,28.44,15.03,51.76,18.1,75.81
07-02-2019 16:00,185.62,35.64,61.86,1.72,1.32,5.37,62.02,15.54,16.45,46.12,70.59,105.38
08-02-2019 00:00,118.94,92.68,62.46,0.8,1.18,3.19,108.53,3.95,15.54,34,23.7,78.19
08-02-2019 08:00,241.19,36.66,53.72,1.85,1.16,2.98,58.47,39.33,16.43,37.93,59.46,116.06
08-02-2019 16:00,230.75,23.76,59.59,1.98,1.24,2.41,51.12,15.34,14.69,35.75,43.2,90.12
09-02-2019 00:00,202.06,27.23,48.57,2.05,0.93,2.35,48.22,10.62,15.82,40.09,13.75,137.44
09-02-2019 08:00,204.19,11.04,40.1,2.21,0.96,1.98,30.32,48.29,15.95,31.37,39.99,85.88
09-02-2019 16:00,303.88,51.05,74.28,1.35,1.87,3.66,81.09,13.58,17.31,39.31,55.55,132.5
10-02-2019 00:00,378.5,109.34,91.16,1.06,1.43,3.69,137.38,3.55,23.65,51.23,31.57,245.69
10-02-2019 08:00,302.38,32.69,61.28,1.61,1.24,3.87,59.33,46.87,20.06,39.98,102.52,162.69
10-02-2019 16:00,322.5,53.15,83.92,1.1,1.86,5.27,87.75,15.07,16.57,42.47,52.75,158
11-02-2019 00:00,444.62,173.3,110.32,0.79,1.95,6.71,199.61,3.65,20.39,58.77,44.6,284.06
11-02-2019 08:00,354.38,50.43,82.22,0.99,1.45,4.46,84.52,63.1,20.21,49.65,56.5,180
11-02-2019 16:00,370.81,80.91,88.54,1.06,2.36,5.41,113.03,15.84,18.83,49,86.22,170.44
12-02-2019 00:00,487.44,184.55,96.62,0.63,2.25,6.64,201.95,3.32,23.82,66.35,71.79,293
12-02-2019 08:00,405.69,32.93,79.66,1.06,1.74,5.27,69.15,73.03,19.53,67.88,46.74,234.12
12-02-2019 16:00,441.88,44.53,104.5,1.09,None,5.99,91.88,19.2,18.73,62.92,63.14,250.12
13-02-2019 00:00,386.38,188.05,130.06,0.6,1.97,6.22,217.14,3.35,19.36,67.57,38.23,251.62
13-02-2019 08:00,450.69,69.05,111.24,1.04,2.42,6.61,156.86,73.31,19.9,77.17,44.34,245.94
13-02-2019 16:00,532.31,83.56,125.89,1.03,4.05,11.35,135.04,33.83,20.9,66.76,63.41,272.62
14-02-2019 00:00,360.19,76.57,106.9,1.29,1.98,6.36,119.09,7.89,20.68,76.32,33.14,230.5
14-02-2019 08:00,294.25,31.6,70.96,2.75,1.47,5.23,63.6,29.96,19.25,69.52,32.66,199.25
14-02-2019 16:00,302.56,40.68,81.82,2.34,1.53,6.25,76.8,21.25,16.02,56.91,30.48,170.69
15-02-2019 00:00,215.25,95.51,81.13,1.1,1.23,6.74,120.85,6.63,16.93,49.64,21.13,144.5
15-02-2019 08:00,310.69,28,73.7,1.47,1.53,4.94,61.93,31.79,20.16,62.27,34.09,207.5
15-02-2019 16:00,251.94,29.38,58.69,1.98,1.36,3.26,55.08,11.07,16.47,53.79,35.89,165.19
16-02-2019 00:00,202.62,18.62,47.53,1.82,0.86,2.64,40.51,12.49,15.51,43.69,14.2,147.44
16-02-2019 08:00,222.69,16.67,46.51,1.81,1.13,2.71,38.38,23.14,14.79,37.85,36.89,137.06
16-02-2019 16:00,230.19,58.11,80.47,1.56,1.46,3.45,90.09,10.18,14.9,38.47,63.05,138.12
17-02-2019 00:00,205.31,55.46,68.85,1.52,1.25,2.9,81.94,8.47,16,40.59,19.42,134.5
17-02-2019 08:00,200.56,16.95,49.63,2.3,0.99,2.7,40.2,55.05,17.91,33.46,55.99,114.44
17-02-2019 16:00,295.12,53.8,84.38,1.18,1.92,6.13,88.69,19.37,18.63,37.28,71.03,165.5
18-02-2019 00:00,279.94,57.89,80.74,0.93,1.21,4.75,89.97,5.24,19.38,38.26,30.74,191
18-02-2019 08:00,311.84,28.15,72.25,1.98,1.28,4.56,61.81,56.16,20.6,39.19,27.54,115.59
18-02-2019 16:00,279.06,20.92,75.27,1.93,1.59,5.44,57.14,20.14,16.77,45.95,36.43,119.19
19-02-2019 00:00,205.56,111.9,78.9,1.05,1.41,5.25,133.25,5.73,18.79,49.73,30.28,147.88
19-02-2019 08:00,346.94,45.68,83.33,1.16,1.64,5.41,81.52,58.23,22.08,58.86,65.16,175.38
19-02-2019 16:00,398.75,78.38,137.24,0.98,2.56,7.12,137.47,23.52,20.36,55.76,50.32,220.88
20-02-2019 00:00,373.5,144.65,109.37,1.23,1.53,6.58,176.2,7.8,23.08,60.66,35.06,231.56
20-02-2019 08:00,211.25,47.23,81.2,1.86,1.3,4.11,81.52,13.45,19.8,54.77,34.68,84.97
20-02-2019 16:00,240.28,77.2,80.73,1.4,1.87,6.56,105.81,4.37,18.75,51.53,48.62,88.09
21-02-2019 00:00,267.12,167.98,88.86,1.12,1.54,6.41,184.31,20.03,27.95,58.68,34.59,125.88
21-02-2019 08:00,274.34,27.11,58.02,2.64,1.15,6.47,52.96,37.91,18.54,58.07,22.78,76.25
21-02-2019 16:00,459.31,146.06,110.47,1.05,3.21,15.07,177.51,10.84,17.81,56.45,82.85,151.31
22-02-2019 00:00,234.06,61.09,59.31,1.91,1.14,6.09,81.21,5.91,11.3,70.87,39.27,132.62
22-02-2019 08:00,175.69,15.07,40.22,2.66,0.83,2.41,33.68,26.17,9.35,46.95,52.3,75.25
22-02-2019 16:00,153,18.1,60.82,2.28,0.96,2.53,47.1,18.14,10.24,31.19,87.01,61.56
23-02-2019 00:00,141.44,24.83,65.25,2.07,0.73,2.07,54.97,12.42,9.66,30.76,18.89,85.88
23-02-2019 08:00,175.38,13.16,44.68,3.17,0.8,2.27,34.54,49.03,8.94,24.82,36.36,59.5
23-02-2019 16:00,187.38,44.49,83.62,1.79,1.25,3.77,80.88,19.65,11.43,29.32,71.66,89
24-02-2019 00:00,208.75,65.25,90.31,1.45,0.9,3.06,101.17,9.6,14.27,34.36,23.88,137.12
24-02-2019 08:00,166.81,9.68,47.76,1.77,0.8,2.95,33.26,68.72,12.5,27.82,45.86,90.19
24-02-2019 16:00,190.88,23.97,80.8,1.25,1.36,4.42,62.49,19.98,11.42,29,46.17,90.12
25-02-2019 00:00,159.97,38.19,79.69,0.76,1.15,3.87,73.54,4.24,12.6,34.29,16.49,99.44
25-02-2019 08:00,282.25,25.64,91.21,1.3,1.38,5.38,69.41,51.46,13.57,39.28,29.01,132.62
25-02-2019 16:00,215.06,28.6,86.47,1.88,1.17,5.85,69.26,28.03,12.97,35.27,62.73,71.72
26-02-2019 00:00,164,89.98,86.06,0.96,1.09,7.87,119.32,3.96,14.35,33.42,60.81,84.78
26-02-2019 08:00,255.06,35.21,70.58,1.59,1.14,5.71,65.93,26.3,14.36,38.54,36.93,102.06
26-02-2019 16:00,217.31,35.12,78.79,1.78,0.98,5.74,70.62,13.77,14.36,41.35,44.32,84.22
27-02-2019 00:00,126.12,34.08,63.6,1.73,0.76,3.21,61.62,6.4,11.48,34.25,18.26,66.69
27-02-2019 08:00,102.36,16.51,38.16,1.84,0.69,2.51,33.86,24.98,9.51,32.81,14.22,57.14
27-02-2019 16:00,161.75,28.97,66.36,0.99,1.03,3.98,58.89,7.81,9.59,27.03,26.16,74.62
28-02-2019 00:00,278.88,128.51,91.71,0.89,1.35,7.03,129.95,3.58,16.29,37.25,47.12,159.16
28-02-2019 08:00,258.84,23.26,71.66,2.24,1.09,3.29,59.32,35.93,15.77,31.49,101.94,147.27
28-02-2019 16:00,219,39.6,73.81,1.67,1.67,2.51,71.46,16.28,11.71,22.29,89.03,98.31
01-03-2019 00:00,231.62,76.77,87.76,1.28,1.31,3.65,109.34,5.37,16.38,26.37,81.59,140.31
01-03-2019 08:00,236.83,21.53,54.43,1.91,0.81,2.99,46.59,53.97,14.87,27.33,115.63,126.71
01-03-2019 16:00,213.12,35.5,76.59,1.53,1.44,2.63,69.69,17.21,11.27,23.4,87.65,85.44
02-03-2019 00:00,261.25,126.64,114.2,0.73,1.13,4.42,162.27,4.52,18.45,26.53,76.13,148.69
02-03-2019 08:00,302.12,54.55,85.16,1.24,1.59,6.86,89.75,11.37,15.98,47.58,80.28,176.62
02-03-2019 16:00,157.38,49.73,88.75,1.33,1.63,6.66,87.79,5.85,13.67,38.97,101.05,110.19
03-03-2019 00:00,123.56,72.71,93.42,1.53,0.98,4.75,109.18,5.72,14.22,29.02,70.8,108.38
03-03-2019 08:00,161.19,39.7,60.61,1.67,0.91,3.32,64.69,32.2,11.8,34.12,57.38,69.44
03-03-2019 16:00,313.12,79.98,74.57,0.95,2.15,4.02,104.81,12.23,14.91,35.91,62.65,127.81
04-03-2019 00:00,314.38,170.79,77.11,0.68,1.55,6.73,179.94,4.98,15.81,40.13,61.92,201.19
04-03-2019 08:00,246.12,47.64,65.86,1.96,0.97,5.41,73.99,35.67,16.62,50.32,79.58,135
04-03-2019 16:00,155.56,14.62,53.17,2.07,0.94,2.3,40.22,19.07,10.3,40.14,62.12,66.56
05-03-2019 00:00,166.25,36.76,62.99,1.37,0.86,1.78,63.49,7.25,9.65,35.93,47.76,106.81
05-03-2019 08:00,192.5,13.46,45.17,2.23,0.85,2.24,34.97,40.68,11.21,29.43,62.02,79.12
05-03-2019 16:00,221.88,48.45,73.91,1.52,1.36,2.59,78.81,16,11.41,28.06,79.35,85.06
06-03-2019 00:00,251.88,92.22,90.72,1.16,0.97,3.5,123.65,4.76,18.84,36.37,82.68,159.62
06-03-2019 08:00,203.81,23.31,51.17,2.34,0.86,3.15,46.15,49.99,15.43,30.05,94.89,90.88
06-03-2019 16:00,261.31,62.71,77.23,1.25,1.77,2.86,92.25,17.23,14.2,24.7,57.31,93.19
07-03-2019 00:00,351.38,123.9,95.61,1.03,1.49,3.91,151.92,4.17,23.04,43.4,79.05,219.88
07-03-2019 08:00,229.88,27.21,55.86,1.38,0.99,3.49,52,67.94,17,33.12,86.58,115.31
07-03-2019 16:00,205.38,26.47,79.84,1.31,1.37,2.64,64.01,20.42,11.82,27.07,73.61,71.62
08-03-2019 00:00,232.62,79.83,86.62,0.83,1.14,3.17,110.85,4.65,14.57,33.94,64.47,116.56
08-03-2019 08:00,308.67,14.07,57.58,1.65,1.06,2.82,42.31,57.51,21.64,38.62,38.2,102.33
08-03-2019 16:00,None,10.17,64.07,1.71,1.82,2.25,42.37,25.56,14.49,34.21,35.16,66.5
09-03-2019 00:00,None,42.93,59.85,1.29,1.49,3.05,66.76,5.12,22.6,35.67,46.23,123.88
09-03-2019 08:00,None,13.5,44.09,2.63,0.99,2.92,34.47,51.63,16.9,35.03,45.81,75
09-03-2019 16:00,None,16.25,63.74,2.18,2.12,1.68,47.15,24.22,14.47,29.15,46.51,56.88
10-03-2019 00:00,None,67.16,94.99,1.39,1.08,1.95,105.37,8.65,22.27,30.61,43.88,133.75
10-03-2019 08:00,None,10.03,41.34,1.68,0.69,2.08,30.16,78.82,15.24,26.64,51.38,68.81
10-03-2019 16:00,None,65.06,103.7,1.19,1.47,2.37,108.29,26.02,28.19,24.71,56.39,83.19
11-03-2019 00:00,None,139.34,135.13,1.57,1.15,4.58,185.61,5.81,46.45,37.19,51.54,152.12
11-03-2019 08:00,None,12.44,49.96,3.27,0.92,3.48,36.64,78.44,16.33,39.53,26.93,77.25
11-03-2019 16:00,None,25.17,80.57,1.47,1.6,4.23,63.38,27.29,19.5,39.69,46.76,89.56
12-03-2019 00:00,None,14.53,45.35,1.73,0.98,3.32,35.96,12.52,14.26,38.78,42.25,66.38
12-03-2019 08:00,None,14.17,46.04,1.94,0.85,2.27,36.02,60.21,14.57,29.6,36.38,38.44
12-03-2019 16:00,None,21.21,71.93,2.02,1.15,2.55,55.54,18.13,19.67,28.72,44.51,66.75
13-03-2019 00:00,None,38.92,72.51,1.14,1.18,5.96,70.26,5.27,34.12,32.11,49.18,111.69
13-03-2019 08:00,None,13.97,59.21,1.55,1.08,3.77,42.89,46.47,21.23,34.79,20.24,84.43
13-03-2019 16:00,None,46.2,79.13,0.92,1.74,2.7,79.77,19.17,20.76,34.33,0.1,105.69
14-03-2019 00:00,None,78.87,66.53,0.99,1.56,2.7,99.64,4.1,27.86,44.26,0.1,214.44
14-03-2019 08:00,None,20.99,57.44,2.86,1.12,2.7,47.65,32.85,22.62,41.7,0.1,105.44
14-03-2019 16:00,None,34.2,72.93,1.53,1.11,2.14,66.76,13.32,15.53,32.25,49.41,50.31
15-03-2019 00:00,None,68.58,65.1,1.39,1.4,2.75,90.46,4.47,25.65,39.04,50.69,127.56
15-03-2019 08:00,160.25,11.66,44.22,2.28,0.72,5.12,33.12,46.06,16.84,35.22,28.77,86.56
15-03-2019 16:00,181.81,22.56,70.5,1.96,1.16,3.42,55.92,19.23,13.92,28.57,41.96,63.06
16-03-2019 00:00,166.88,17.96,57.91,1.79,0.86,2.53,45.54,16.82,17.23,31.3,18.04,99.75
16-03-2019 08:00,179.75,10.52,49.9,2.04,0.83,3.05,35.17,67.6,17.14,26.7,50.19,72.94
16-03-2019 16:00,209.69,32.94,84.52,1.4,1.37,4.29,71.79,20.66,15.32,27.83,54.05,76.19
17-03-2019 00:00,294.56,121.65,121.55,1.06,1.26,6.47,164.31,4.46,32.87,36.67,57.04,170.31
17-03-2019 08:00,177.88,18.86,50.47,1.83,0.76,3.98,42.07,75.04,15.72,29.49,47.88,81.88
17-03-2019 16:00,209.75,25.53,86.84,1.59,1.35,5.46,67.01,25.15,19.14,28.63,51.02,74.12
18-03-2019 00:00,294.44,69.23,97.65,0.99,1.19,5.97,108.52,5.54,33.19,38.66,33.8,177.31
18-03-2019 08:00,237.31,11.31,52.78,1.62,0.87,3.37,37.23,88.41,18.16,29.6,97.69,97.62
18-03-2019 16:00,260.38,44.84,90.21,1.41,1.73,5.95,84.51,22.62,18.21,28.27,90.35,87.44
19-03-2019 00:00,258.44,65.1,97.95,1.21,1.34,6.21,105.07,8.54,28.24,39.92,42.4,150.62
19-03-2019 08:00,306.75,20.67,66.59,1.62,1.11,4.82,52.32,72.98,25.78,37.83,111.4,142.31
19-03-2019 16:00,317.06,110.64,109.67,1.22,2.16,8.92,147.97,18.09,23.03,31.12,66.88,85.69
20-03-2019 00:00,402.88,152.85,127.38,1.34,1.68,11.18,192.29,10.91,36.08,46.3,65.84,153.56
20-03-2019 08:00,320.38,32.39,72.44,2.09,0.94,4.46,65.01,57.39,23.19,40.69,62.32,70.62
20-03-2019 16:00,288.75,26.4,84.57,1.3,1.88,6.91,66.51,21.69,19.45,45.16,37.28,102.88
