From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5
16-01-2019 00:00,474.66,79.15,48.83,0.42,2.43,None,91.51,4.54,12.69,52.28,129.84,349.22
16-01-2019 08:00,567.78,31.39,97.34,1.01,2.21,None,77.36,59.05,28.73,61.53,151,374.25
16-01-2019 16:00,702.4,71.16,111.38,0.62,3.77,None,117.24,24.34,18.76,69.23,168.76,467.69
17-01-2019 00:00,779.42,180.95,69.02,0.41,4.09,None,184.36,7.46,12.06,82.73,242.34,599.06
17-01-2019 08:00,535.07,31.76,57.51,0.8,1.71,None,56.45,74,21.14,69.26,153.54,427.22
17-01-2019 16:00,479.03,5.17,79.53,0.9,1.57,None,46.48,28.24,18.23,57.14,178.49,333.31
18-01-2019 00:00,356.41,8.03,45.36,0.65,1.34,None,30.72,7.54,10.21,49.63,None,256.78
18-01-2019 08:00,333.31,8.78,39.35,1.07,1.35,None,28.1,50.75,13.11,45.91,None,228.44
18-01-2019 16:00,576.22,67.3,83.11,0.71,2.41,None,99.05,21.99,13.44,56.88,None,381.94
19-01-2019 00:00,426.28,65.84,58.93,0.67,1.76,None,84.8,3.62,15.31,55.44,106.9,322.19
19-01-2019 08:00,382.41,15.94,43.17,0.93,1.09,None,36,74.54,20.91,46.62,None,279.72
19-01-2019 16:00,634.07,82.79,96.77,0.56,3.52,None,119.07,28.99,16.47,49.11,256.09,399.91
20-01-2019 00:00,590.81,138.4,83.4,0.4,3.71,None,157.26,20.35,13.75,74.6,328.48,406.12
20-01-2019 08:00,590.88,55.77,127.67,0.86,2.65,None,113.39,102.49,21.6,75.32,158.23,406.88
20-01-2019 16:00,550.13,46.92,118.61,0.55,3.15,None,101.41,31.77,16.51,62.46,245.47,295.31
21-01-2019 00:00,640.53,88.17,91.51,0.94,3.47,None,120.46,28.63,15.96,90.63,190.88,412.72
21-01-2019 08:00,462.78,5.19,57.26,2.89,1.31,None,34.7,46.31,16.7,70.6,None,209.5
21-01-2019 16:00,179.59,0.56,44.84,3.3,0.78,None,24.29,49.7,15.54,50.6,None,86.22
22-01-2019 00:00,49.31,0.66,38.11,2.52,0.51,None,20.81,50.63,11.37,36.47,None,47.47
22-01-2019 08:00,76.69,4.48,43.23,1.64,0.85,None,26.64,33.99,11.34,37.2,235.85,68.5
22-01-2019 16:00,102.34,1.71,42.04,1.21,0.88,None,23.73,21.91,10.28,36.35,164.03,78.84
23-01-2019 00:00,84.66,15.22,33.16,0.52,0.81,None,30.02,4.84,13.68,27.48,None,68.78
23-01-2019 08:00,207.88,14.38,31.62,0.88,1.09,None,28.53,31.86,14.96,37.62,None,162.62
23-01-2019 16:00,326.28,26.05,64.21,0.82,1.58,None,55.41,15.96,13.09,41.18,185.07,201.38
24-01-2019 00:00,281.47,7.98,51.88,1.11,1.09,None,34.11,5.32,18.11,38.25,125.68,172.25
24-01-2019 08:00,171.38,4.45,28.63,1.24,0.81,None,18.85,53.12,15.04,41.02,154.8,120.62
24-01-2019 16:00,168.69,0.66,32.59,1.91,0.76,None,17.87,43.13,13.33,35.77,226.74,104.56
25-01-2019 00:00,91.78,0.89,24.35,1.51,0.45,None,13.7,43.16,11.29,32.72,None,72.56
25-01-2019 08:00,156.56,3.57,29.42,1.47,0.71,None,18.54,50.35,20.16,34.89,126.05,121.5
25-01-2019 16:00,251.19,3.3,49.27,1.15,0.95,None,28.9,29.74,15.61,35.98,151.3,173.44
26-01-2019 00:00,239,1.51,32.56,0.86,0.73,None,18.55,17.44,11.98,36.35,None,175.72
26-01-2019 08:00,173.19,2.08,23.47,1.62,0.52,None,14.18,70.49,15.92,26.67,None,124.56
26-01-2019 16:00,205.47,1.67,44.07,1.02,0.84,None,24.8,34.43,20.46,30.75,None,156.62
27-01-2019 00:00,253.88,7.37,39.31,0.82,0.85,None,26.92,9,16.85,33.92,None,197.28
27-01-2019 08:00,202.28,4.09,28.42,1.74,0.75,None,18.45,60.33,14.18,28.76,None,151.03
27-01-2019 16:00,211.97,6.49,54.81,1.13,0.94,None,34.45,25.7,16.57,31.04,None,154.94
28-01-2019 00:00,183.19,3.37,37.26,1.08,0.73,None,22.57,16.3,15.81,31.4,None,172.59
28-01-2019 08:00,216.12,3.57,27.52,1.74,0.67,None,17.55,70.75,15.58,29.88,None,134.56
28-01-2019 16:00,321.97,18.74,62.04,0.95,1.28,None,48.22,23.62,14.58,34.29,None,190.12
29-01-2019 00:00,290.53,5.96,44.05,1.01,1.06,None,28.39,11.13,19.14,34.33,None,206.84
29-01-2019 08:00,235.78,4.16,29.65,1.56,0.77,None,19.11,70.43,19.96,30.99,109.4,166.09
29-01-2019 16:00,418.06,46.45,70.93,0.78,1.54,None,75.56,18.71,18.11,40.06,None,237.62
30-01-2019 00:00,339.09,22.45,57.42,0.76,1.12,None,48.8,3.59,17.17,45.37,None,240.09
30-01-2019 08:00,312.5,6.64,35.73,0.96,1.18,None,24.43,74.53,22.73,41.41,None,235.75
30-01-2019 16:00,554.57,71.89,89.51,0.64,2.62,None,106.14,26.83,17.61,46.44,302.47,345.59
31-01-2019 00:00,477.12,40.19,63.09,0.67,1.76,None,66.33,4.72,13.23,55.53,197.1,296.81
31-01-2019 08:00,361.44,17.36,56.72,2.11,1.46,None,44.32,62.51,17.57,50.86,None,200.41
31-01-2019 16:00,375.75,4.24,66.29,1.31,1.51,None,38.72,30.11,13.25,47.42,None,195.94
01-02-2019 00:00,272,3.4,48.18,1.3,1.01,None,28.38,18.93,13.32,50.27,None,207.12
01-02-2019 08:00,319.25,22.16,51.98,1.04,1.3,None,45.72,37.52,14.58,57.16,None,240.72
01-02-2019 16:00,313.94,4.03,36.09,1.1,1.22,None,22.48,14.04,9.59,52,None,227.78
02-02-2019 00:00,200.69,0.51,18.91,1.11,0.85,None,10.47,18.35,9.79,41.1,None,137.88
02-02-2019 08:00,263.94,1.43,23.97,1.21,0.88,None,13.92,35.25,12.38,41.23,None,197.84
02-02-2019 16:00,329.44,6.61,35.2,0.99,1.17,None,24.14,26.42,10.92,41.37,None,232.09
03-02-2019 00:00,132.03,0.48,19.36,1.11,0.8,None,10.64,28.2,10.81,31,None,87.44
03-02-2019 08:00,179.97,1.56,21.25,0.98,None,None,12.58,46.24,11.03,34.28,None,127.81
03-02-2019 16:00,317.75,25.01,46.34,0.75,None,None,45.04,27.79,10.7,41.2,None,210.84
04-02-2019 00:00,168.19,8.59,41.67,1.1,None,None,29.18,4.57,15.55,29.97,None,112.38
04-02-2019 08:00,166.03,4.5,31.38,1.08,1.08,None,20.37,62.91,16.03,29.23,None,135.94
04-02-2019 16:00,440.56,81.55,76.58,0.67,2.53,None,107.11,36.14,13.33,38.16,127.3,331.72
05-02-2019 00:00,509,94.25,67.34,0.6,2.92,None,112.85,18.93,13.79,55.34,249.5,498.38
05-02-2019 08:00,317.47,9.84,59.65,1.51,1.47,None,39.76,77.56,22.02,60.93,160.26,241.84
05-02-2019 16:00,477.81,64.17,98.56,0.73,3.33,None,104.74,34.84,17.92,64.92,189.41,269.22
06-02-2019 00:00,412.38,129.82,76.62,0.71,3.58,None,146.64,47.43,16.27,98.53,139.92,323.75
06-02-2019 08:00,269.78,24.93,52.26,2.27,1.52,None,48.12,57.51,15.67,83.07,None,216.66
06-02-2019 16:00,245.38,1.66,55.11,1.87,1.38,None,30.62,39.46,12.84,69.62,None,146.91
07-02-2019 00:00,133.12,0.56,32.3,2.14,0.86,None,17.62,29.43,12.41,70.84,None,100.56
07-02-2019 08:00,143.28,1.69,29.69,4.11,0.71,None,17.18,39.47,9.79,57.77,None,66.56
07-02-2019 16:00,110.59,1.18,35.44,1.38,0.69,None,19.81,35.33,9.28,47.03,168.72,74.06
08-02-2019 00:00,104.31,11.58,32.24,0.62,0.73,None,26.6,16.31,10.49,32.74,116.5,67.16
08-02-2019 08:00,181.09,6.29,26.79,1.39,0.58,None,19.39,61.94,16.66,35.4,None,105.31
08-02-2019 16:00,174.88,7.33,50.73,1.06,0.8,None,32.97,23.13,11.04,29.02,None,95.72
09-02-2019 00:00,111.97,2.21,30.15,1.16,0.6,None,17.85,18.96,11.82,28.99,None,102.28
09-02-2019 08:00,120.5,3.82,23.95,1.52,0.56,None,15.9,69.58,11.63,25.7,None,76.94
09-02-2019 16:00,226.62,27.08,59.94,0.89,1.19,None,53.95,27.93,13.87,31.73,None,171.25
10-02-2019 00:00,224.88,31.38,52.7,0.69,1.22,None,53.67,3.34,14.79,36.82,None,205
10-02-2019 08:00,185.56,10.99,35.69,1.08,0.77,None,28.28,67.71,17.32,36.13,None,170.62
10-02-2019 16:00,219.97,23.23,58.95,0.69,1.42,None,50.29,28.66,15.71,36.57,115.05,191.12
11-02-2019 00:00,235.78,31.81,46.04,0.63,1.32,None,50.45,3.59,13.31,39.69,118.1,207
11-02-2019 08:00,213.39,13.82,40.58,0.58,1.04,None,32.83,76.54,26.01,40.2,143.48,207.57
11-02-2019 16:00,217.62,33.68,72.74,None,1.56,None,66.08,30.1,None,36.29,187.25,179.25
12-02-2019 00:00,225.94,29.73,55.73,None,1.44,None,53.9,3.45,None,43.14,115.3,179.59
12-02-2019 08:00,338.5,6.48,42.22,0.83,1.18,None,27.72,103.84,33.08,53.72,124.2,242.06
12-02-2019 16:00,402.59,12.48,78.16,0.83,1.51,None,51.73,50.31,27.2,44.58,151.19,221.69
13-02-2019 00:00,366.25,45.81,62.47,0.53,1.62,None,70.6,4.64,18.17,52.44,134.24,213.81
13-02-2019 08:00,409.34,25.32,80.82,0.82,1.65,None,63.62,90.2,25.8,66.04,None,247.06
13-02-2019 16:00,609.09,27.07,122.65,0.56,2.81,None,87.2,47.32,18.5,63.53,129.98,295.72
14-02-2019 00:00,388.81,46.78,91.54,1.01,2.22,None,86.86,12.29,16.16,66.46,123.34,241.78
14-02-2019 08:00,226,2.82,48.21,2.29,1.16,None,27.96,50.48,16.49,61.61,None,174.16
14-02-2019 16:00,163.53,0.98,50.08,1.98,1.01,None,27.45,36.69,12.32,46.98,None,121.94
15-02-2019 00:00,148.97,10.74,45.08,0.72,0.97,None,32.75,18.21,12.53,37.98,109.2,110.31
15-02-2019 08:00,235.53,6.87,35.76,1.16,1.04,None,24.66,42.52,19.53,47.77,None,172.44
15-02-2019 16:00,216.19,2.99,25.6,1.06,1.16,None,16.05,12.66,13.55,46.75,None,141.62
16-02-2019 00:00,189.28,0.4,13.66,1.08,0.96,None,7.59,19.11,20.94,37.99,None,123.34
16-02-2019 08:00,166.97,6.39,13.39,1.29,0.83,None,12.34,31.03,19.56,32.9,None,118.56
16-02-2019 16:00,170.94,3.57,26.97,0.95,1.06,None,17.27,16.2,21.49,33.22,None,107.66
17-02-2019 00:00,176.47,0.52,19.12,0.98,0.93,None,10.61,12.81,20.37,30.34,None,93.41
17-02-2019 08:00,135.91,1.83,15.37,1.59,0.81,None,9.69,62.39,23.79,29.26,None,89.34
17-02-2019 16:00,234.25,12.59,58.07,0.79,1.22,None,41.25,None,27.65,33.38,174.75,141
18-02-2019 00:00,226.31,5.14,41.51,0.91,1.04,None,26.27,None,29.38,31.46,None,149.22
18-02-2019 08:00,223.38,8.87,44.82,1.87,0.98,None,31.07,122.97,29.28,33.38,None,99.81
18-02-2019 16:00,254.66,3.53,53.48,1.53,1.33,None,31.33,56.41,28.9,41.48,105.2,108.38
19-02-2019 00:00,169.62,28.04,39.69,0.72,1.32,None,44,18.99,18.1,44.41,None,108.66
19-02-2019 08:00,212.19,7.69,24.15,0.72,1,None,19.11,67.08,23.08,47.23,None,132.03
19-02-2019 16:00,485.94,28.11,92.44,0.61,1.94,None,72.02,34.17,23,53.93,347.27,230.25
20-02-2019 00:00,291.88,6.87,45.6,1.15,1.41,None,29.87,20.95,24.11,52.25,None,191.75
20-02-2019 08:00,88.16,1.24,20.18,1.59,0.84,None,11.73,33.27,21.28,42.74,None,62.78
20-02-2019 16:00,125.91,18.18,52.58,1.24,1.43,None,42.76,11.32,23.45,40.64,144.05,62.25
21-02-2019 00:00,170.59,13.73,34.6,1.13,1.14,None,29.59,23.69,27.52,40.84,132.1,94.09
21-02-2019 08:00,170.28,10.19,34.34,2.15,0.91,None,26.57,64.4,26.26,38.26,None,61.69
21-02-2019 16:00,359,53.63,59.05,0.87,2.06,None,75.23,29.14,26.22,48.08,128.34,114.31
22-02-2019 00:00,202.93,3.69,16.75,1.31,1.28,None,11.9,8.59,18.21,53.69,104.4,119.43
22-02-2019 08:00,106.44,1.16,7.52,1.85,None,None,4.95,36.33,16.01,42.29,None,62.56
22-02-2019 16:00,145.28,2.7,34.08,1.15,0.91,None,20.34,24.61,17.31,31.04,None,69.78
23-02-2019 00:00,147.28,2.64,24.33,1.11,1.1,None,15.1,16.65,25.58,32.22,None,104.19
23-02-2019 08:00,123.06,2.14,13.13,1.96,0.83,None,8.72,70.52,26.02,26.44,None,67.03
23-02-2019 16:00,191.97,9.47,48.95,0.9,1.31,None,33.79,28.73,29.03,31.73,None,116.25
24-02-2019 00:00,239.09,3.62,38.11,0.86,2.88,None,23.22,5.71,27.71,33.62,None,170.62
24-02-2019 08:00,144.91,2.42,15.27,1.34,4.32,None,10.13,85.13,26.74,29.86,None,103.66
24-02-2019 16:00,228.22,2.11,62.77,1.07,4.06,None,35.14,48.27,22.61,29.02,188.89,116.16
25-02-2019 00:00,243.78,37.2,42.63,0.42,4.56,None,52.97,4.47,18.38,33.41,107.08,134.75
25-02-2019 08:00,255.81,7.97,45.7,1.02,2.59,None,30.82,101.51,28.06,41.04,102.57,135.06
25-02-2019 16:00,146.78,3.86,57.01,1.86,2.22,None,33.67,85.65,20.77,30.01,None,52.75
26-02-2019 00:00,129.41,15.44,44.09,0.87,2.14,None,36.05,9.76,22.31,32.01,106.27,70.72
26-02-2019 08:00,173.56,6.02,36.04,1.21,1.14,None,24.07,62.87,29.33,38.2,125.72,99.84
26-02-2019 16:00,147.09,1.02,42.3,1.51,1.35,None,23.31,38.35,21.25,34.85,190.96,66.53
27-02-2019 00:00,108.72,0.27,21.65,1.92,1.52,None,11.73,20.47,19.9,31.32,None,72.03
27-02-2019 08:00,135,None,None,2.04,None,None,None,41.29,None,None,122.95,71.64
27-02-2019 16:00,268.64,3.48,53.2,0.69,0.84,None,31.14,17.08,22.39,23.9,158.75,118.14
28-02-2019 00:00,236.25,34.96,34.53,0.65,0.69,None,46.88,3.05,21.64,28.55,108.78,131.47
28-02-2019 08:00,201.28,8.82,21.29,1.55,0.42,None,18.52,67.17,28.41,31.29,None,128.09
28-02-2019 16:00,217,9.88,55.74,1.03,3,None,37.73,36.28,22.58,28.66,191.22,113.62
01-03-2019 00:00,203.5,7.17,41.1,0.86,0.64,None,27.69,8.23,21.1,29.4,None,131.38
01-03-2019 08:00,181.5,9.36,22.11,1.37,0.44,None,19.42,76.03,25.32,29.59,None,128.12
01-03-2019 16:00,222.62,13.99,56.5,1.07,1.43,None,41.46,34.74,22.09,26.78,187.52,100.62
02-03-2019 00:00,184,12.27,37.03,0.7,0.53,None,29.72,12.57,23.49,32.55,121.2,124.88
02-03-2019 08:00,345.75,8.71,43.38,1.16,2.04,None,30.18,22.36,36.21,41.95,109.53,255
02-03-2019 16:00,134.75,10.16,73.54,0.99,1.04,None,48.41,8.36,22.44,33.09,164.43,105.62
03-03-2019 00:00,74.88,2.5,46.5,1.16,0.53,None,26.82,27.81,19.15,31.84,None,72.5
03-03-2019 08:00,60.12,4.39,25.92,1.38,0.63,None,17.38,64.48,21.49,30.26,None,64.38
03-03-2019 16:00,166.38,16.06,52.24,0.69,1.92,None,40.92,40.87,20.47,39.99,185.1,108.25
04-03-2019 00:00,148.62,21.71,34.54,0.53,0.68,None,36.08,3.74,18.04,35.93,169.96,130.12
04-03-2019 08:00,81.25,10.3,17.15,1.43,2.22,None,17.53,38.77,23.97,37.78,None,100
04-03-2019 16:00,92.12,4.22,33.76,1.12,0.57,None,21.41,22.35,20.15,37.75,None,99.25
05-03-2019 00:00,79.38,4.15,22.15,0.85,0.47,None,14.95,7.86,19.13,32.57,None,94.38
05-03-2019 08:00,69.3,3.79,13.22,1.58,0.54,None,10.39,51.79,22.19,28.96,None,69.91
05-03-2019 16:00,287.97,23.3,49.94,0.97,0.7,None,45.53,24.25,23.16,29.19,None,102.34
06-03-2019 00:00,245.44,5.73,35.33,0.87,0.53,None,23.46,7.18,27.56,32.19,None,158.28
06-03-2019 08:00,124.69,3.15,13.31,1.65,0.46,None,9.66,73.94,24.27,26.01,None,74.28
06-03-2019 16:00,246.38,15.52,49.52,0.94,1.18,None,38.93,32.48,22.37,26.89,243.85,102.38
07-03-2019 00:00,306.75,31.11,45.05,0.8,0.67,None,49.35,3.95,27.31,33.49,None,176.75
07-03-2019 08:00,191.91,6.41,18.86,1.03,0.5,None,15.27,92.71,33.61,32.41,None,131.34
07-03-2019 16:00,245.81,2.25,43.43,1.15,0.63,None,24.93,50.98,26.66,27.37,None,98.69
08-03-2019 00:00,283.62,23.53,41.21,0.64,0.71,None,41.14,6.5,25.55,33.75,None,144.41
08-03-2019 08:00,224.97,4.91,16.29,1.47,0.54,None,12.71,76.67,35.49,37.52,None,122.5
08-03-2019 16:00,279.5,1.65,33.87,2.33,1.34,None,19.38,60.36,28.83,32.96,None,91.53
09-03-2019 00:00,203.41,8.43,31.62,1.19,0.58,None,23.7,6.23,28.13,36.16,None,119.59
09-03-2019 08:00,169.47,5.15,12.25,2.25,0.48,None,10.73,67.43,25.09,33.16,None,76.97
09-03-2019 16:00,164.94,1.91,30.86,1.35,0.55,None,17.98,43.92,27.39,32.05,None,78.47
10-03-2019 00:00,247.39,5.13,34.09,0.78,0.64,None,22.31,11.23,33.76,32.89,None,153
10-03-2019 08:00,152.31,2.42,10.3,1.48,0.48,None,7.46,96.98,26.75,25.62,None,81.5
10-03-2019 16:00,235.16,6.85,47.07,0.88,0.57,None,30.62,51.43,23.82,24.74,102.7,73.66
11-03-2019 00:00,241.25,10.65,44.86,1.37,0.83,None,32.52,19.52,29.55,29.84,None,123.41
11-03-2019 08:00,314.34,3.19,22.09,3.62,0.64,None,14.35,112.33,24.65,32.32,None,72.66
11-03-2019 16:00,213,1.99,34.7,1.44,0.77,None,20.05,59.66,23.87,38.49,137.9,85
12-03-2019 00:00,141.84,2.14,21.94,1.89,0.63,None,13.42,20.17,25.8,35.71,None,79.56
12-03-2019 08:00,143.75,3.25,13.65,1.68,0.68,None,9.91,80.78,21.82,34.69,289.75,62.84
12-03-2019 16:00,209.83,1.65,25.66,1.79,0.99,None,14.99,47.37,19.97,34.34,None,76.53
13-03-2019 00:00,210,7.57,28.01,0.94,0.9,None,21.1,25.68,17.42,31.52,None,89.47
13-03-2019 08:00,298.75,5.2,29.48,1.48,0.85,None,19.92,70.84,25.17,35.46,None,106.88
13-03-2019 16:00,418.62,22.67,58.08,0.71,1.42,None,49.51,32.89,19.25,38.36,171.61,130.25
14-03-2019 00:00,310.25,31.46,36.65,0.58,1.6,None,45.18,2.83,10.49,42.99,None,160.25
14-03-2019 08:00,295.12,7.56,28.07,2.67,1.21,None,21.09,40.58,17.6,47.55,111.3,133.75
14-03-2019 16:00,158.5,18.37,32.18,1.37,0.81,None,32.11,25.08,10.57,39.46,130.64,66.38
15-03-2019 00:00,225,19.7,25.95,0.89,1.16,None,29.47,2.23,13.86,37.68,None,135.75
15-03-2019 08:00,186.57,3.92,11.25,1.86,0.79,None,9.17,59.78,18.67,33.42,None,77.88
15-03-2019 16:00,None,6.54,37.16,1.25,0.87,None,25.09,26.32,15.33,31.74,None,78.38
16-03-2019 00:00,None,2.02,22.33,1.09,1.97,None,13.54,20.48,16.35,30.01,None,116.38
16-03-2019 08:00,None,2.22,12.59,1.59,1.31,None,8.52,85.36,16.34,25.64,None,88.75
16-03-2019 16:00,None,4.94,39.66,1.18,0.73,None,25.14,40.87,13.7,24.96,None,72.62
17-03-2019 00:00,None,8.76,36.07,0.98,1.43,None,26.32,9.41,25.01,30.9,None,172.88
17-03-2019 08:00,None,2.73,11.39,1.51,0.78,None,8.3,81.87,21.33,26.3,None,108.28
17-03-2019 16:00,None,1.47,32.22,1.24,0.79,None,18.33,61.98,16.8,26.36,118.85,86.47
18-03-2019 00:00,None,13.97,38.64,0.77,1.61,None,31.97,9.47,19.27,33.22,None,153.06
18-03-2019 08:00,None,2.5,12.86,1.19,0.82,None,8.89,89.67,23.95,29.53,None,121.62
18-03-2019 16:00,None,12.91,49.92,0.9,1.04,None,37.04,37.34,16.78,29.3,130.76,108.41
19-03-2019 00:00,None,12.46,43.96,0.8,1.72,None,33.53,5.36,23.57,34.63,None,200
19-03-2019 08:00,None,5.88,19.9,1.24,0.67,None,15.39,80.72,23.81,31.05,None,128.28
19-03-2019 16:00,None,23.13,48.36,1.08,1.47,None,44.45,40.48,17.72,27.37,153.75,79.34
20-03-2019 00:00,None,44.57,67.08,0.99,2.55,None,72.03,21.27,25.83,36.17,None,213.03
20-03-2019 08:00,None,3.45,18.75,2.25,0.62,None,12.79,87.78,15.33,35.21,None,63.62
20-03-2019 16:00,None,1.5,27.35,1.56,1.32,None,15.77,73.45,19.38,42.98,None,99.34
21-03-2019 00:00,None,2.35,25.31,1.11,1.95,None,15.38,10.5,19.18,49.8,None,174.88
21-03-2019 08:00,None,1.93,7.85,1.43,0.77,None,5.75,73.12,16.73,40.03,None,84.44
21-03-2019 16:00,None,1.25,7,1.82,0.79,None,4.74,63.32,14.65,37.29,None,53.81
22-03-2019 00:00,None,1.47,7.37,2.07,0.96,None,4.85,49.87,13.43,29.91,None,41.34
22-03-2019 08:00,None,1.77,5.43,2.42,0.76,None,4.32,87.03,12.25,26.07,None,44.31
22-03-2019 16:00,None,2.61,31.75,1.44,0.71,None,19.03,47.34,18.15,28.49,None,73.43
23-03-2019 00:00,None,1.96,23.68,1.14,0.96,None,14.2,22.06,22.63,29.58,None,133.97
23-03-2019 08:00,None,2.02,9.53,2.4,0.7,None,6.73,89.18,16.61,25.23,None,76.59
23-03-2019 16:00,None,1.53,22.13,1.71,0.49,None,13.02,59.97,16.62,26.6,None,56.19
24-03-2019 00:00,None,2.01,15.85,1.35,0.83,None,10.06,32.13,17.82,24.56,None,66.59
24-03-2019 08:00,None,2.79,9.52,2.22,0.54,None,7.34,69.45,16.06,25.82,None,72.88
24-03-2019 16:00,None,2.47,17.59,1.88,0.54,None,11.36,39.28,13.42,28.09,108.42,48.25
25-03-2019 00:00,None,2.79,17.56,1.08,1.06,None,11.62,7.31,21.23,31.2,None,108.12
25-03-2019 08:00,150.67,2.54,7.28,2.1,0.86,None,5.95,56.4,16.78,28.94,None,82.54
25-03-2019 16:00,205.97,2.25,25.92,2.02,0.69,None,15.64,39.36,14.68,28.36,126.36,69.09
