From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5
07-01-2019 16:00,360.67,34.18,110.28,0.45,1.38,9.19,85.93,44.43,14.25,25.2,79.93,199.4
08-01-2019 00:00,253.38,31.98,73.87,0.54,0.83,7.82,64.82,33.42,11.96,22.78,62.8,164.47
08-01-2019 08:00,226.88,17.2,72.03,0.98,0.56,5.78,52.03,74.08,17.66,22.18,25.18,142.34
08-01-2019 16:00,276.91,20.05,107.22,0.67,0.87,4.84,73.06,53.16,18.09,23.88,23.21,167.31
09-01-2019 00:00,317.19,22.36,81.93,0.61,0.86,6.92,61.46,38.53,14.03,22.99,26.75,215.06
09-01-2019 08:00,218.62,11.66,67.52,1.11,0.49,5.51,45.2,89.87,19.7,21.6,23.43,122.59
09-01-2019 16:00,264.78,29.43,119.22,0.53,1.07,5.91,86.92,55.75,17.79,24.7,31.66,147.94
10-01-2019 00:00,326.16,33.84,109,0.52,1.21,9.28,85.04,34.85,21.75,24.76,42.5,227.16
10-01-2019 08:00,261.94,13.57,80.27,0.79,0.69,7.53,53.56,86.04,26.37,22.53,27.14,152.66
10-01-2019 16:00,449.96,168.27,137.34,0.64,3.76,12.91,207.67,53.66,16.55,33.85,70.67,289.29
11-01-2019 00:00,510.53,152.34,116.13,0.51,3.24,26.9,183.65,33.56,12.57,32.37,151.59,353.34
11-01-2019 08:00,406.27,29.87,114.89,0.64,1.45,13.25,84.98,76,39.82,25.34,55.93,245.39
11-01-2019 16:00,446.91,126.25,185.74,0.63,2.54,12.07,192.78,62.94,20.12,35.46,70.91,247.25
12-01-2019 00:00,497.31,195.96,182.66,0.6,2.93,22.85,253.94,None,13.65,39.35,215.45,332.69
12-01-2019 08:00,493.73,67.21,240.4,0.63,2.54,20.74,184.82,77.86,26.87,34.77,118.73,302.97
12-01-2019 16:00,425.03,125.94,226.65,0.66,3.54,22.99,219.39,39.06,17.83,40.15,91.59,236
13-01-2019 00:00,548.09,129,128.41,0.44,3.84,36.24,171.5,28.25,15.87,38.66,131.52,324.47
13-01-2019 08:00,376.31,10.17,82.3,0.52,1.46,13.31,51.76,81.88,50.16,25.82,53.67,223.22
13-01-2019 16:00,285.97,5.28,54.02,0.39,0.84,7.39,32.66,70.73,18.38,23.01,43.76,171.93
14-01-2019 00:00,134.25,7.92,43.98,0.57,0.29,3.96,29.64,41.78,12.75,21.97,21.75,87.28
14-01-2019 08:00,192.38,6.9,41.74,1.2,0.24,3.29,26,63.59,16.27,19.35,15.39,94.5
14-01-2019 16:00,216.56,11.53,110.16,0.69,0.65,3.87,67.79,44.39,16.41,7.77,12.68,117.12
15-01-2019 00:00,172.5,16.05,95.52,0.61,0.54,4.83,62.91,19.91,14.1,9.2,18.26,118
15-01-2019 08:00,225.94,35.39,91.24,0.97,0.63,6.07,73.11,56.7,20.51,12.03,20.15,129.19
15-01-2019 16:00,381.53,111.22,162.4,0.65,2.67,10.23,174.55,25.42,13.65,6.63,36.28,238.22
16-01-2019 00:00,480.47,203.31,121.17,0.46,4.33,28.49,227.07,3.6,10.17,1.05,95.53,323.38
16-01-2019 08:00,480.84,116.74,265.82,0.65,3.06,21.99,234.35,36.67,28.85,0.39,84.51,283.03
16-01-2019 16:00,537.38,97.64,262.22,0.63,5.09,21.87,213.26,22.47,22.03,0.75,96.69,284.09
17-01-2019 00:00,669.34,265.28,186.28,0.44,6.11,38.38,298.4,3.99,12.74,0.18,135.56,427.94
17-01-2019 08:00,525.38,59.57,184.5,0.42,2.73,20.87,149.55,63.91,41.47,9,75.63,333
17-01-2019 16:00,399.53,25.3,134.15,0.41,1.87,7.35,91.02,26.24,14.38,4.73,57.86,229.97
18-01-2019 00:00,334.72,20.32,71.48,0.58,1.41,9.81,54.28,6.91,10.71,6.24,49.85,206.81
18-01-2019 08:00,461.69,28.52,89.58,0.87,1.74,14.79,70.38,46.2,19.29,12.65,44.93,415.25
18-01-2019 16:00,523.59,70.95,117.47,0.58,3.17,14.6,111.79,23.73,14.42,25.96,76.67,389.94
19-01-2019 00:00,419.09,79.12,76.25,0.55,2.52,15.59,100.45,4.11,10.64,23.99,65.48,297.44
19-01-2019 08:00,369.21,27.86,72.08,0.75,1.2,13.14,45.16,67.4,24.95,22.69,30.2,178.78
19-01-2019 16:00,340.94,50.93,110.58,0.68,2.15,8.54,99.56,25.96,16.39,24.73,57.75,199.5
20-01-2019 00:00,637.56,351.21,110.64,0.56,7.54,36.43,344.35,30.42,16.54,31.94,128.25,443.41
20-01-2019 08:00,564.31,129.14,203.96,0.65,5.44,38.52,211.78,37.77,33.62,28.75,106.58,364.88
20-01-2019 16:00,406.59,116.87,123.94,0.67,3.86,18.41,159.42,16.58,19.33,27.44,82.7,224.81
21-01-2019 00:00,541.5,276.89,107.12,0.48,7.54,33.88,278.49,18.76,16.58,30.64,105.35,365.22
21-01-2019 08:00,441.47,23.35,106.06,1.25,2.57,20.3,75.01,31.75,35.25,22.92,66.56,210.25
21-01-2019 16:00,174.16,7.26,77.41,1.21,0.81,6.63,46.81,34.25,27.47,21.42,32.88,81.62
22-01-2019 00:00,60.5,8.4,56.54,1.28,0.33,3.53,36.48,35.7,13.53,20.79,15.77,45.78
22-01-2019 08:00,64.62,13.91,51.41,0.86,0.45,3.06,38,25.38,11.36,20.63,15.01,46.84
22-01-2019 16:00,70.53,5.83,2.05,0.66,0.43,3.1,4.39,27.26,10.91,18.08,17.41,50.5
23-01-2019 00:00,72.31,6.05,2.69,0.43,0.58,3.59,5.38,2.34,7.81,18.38,16.95,51.53
23-01-2019 08:00,262.53,7.52,2.58,0.75,1.45,7.95,6.37,24.63,22.09,18.57,49.02,186.94
23-01-2019 16:00,345.16,9.02,2,0.52,2.7,8.89,7.2,11.18,13.25,18.91,82.93,226.59
24-01-2019 00:00,233.47,8.52,2.44,0.32,1.86,8.71,7.39,15.25,10.13,18.71,75.4,133.59
24-01-2019 08:00,197.81,6.24,14.81,0.74,0.92,5.93,12.29,55.78,22.01,19.22,29.9,119.12
24-01-2019 16:00,136.38,7.83,38.37,0.41,0.74,2.98,25.84,52.12,13.85,19.28,12.63,71
25-01-2019 00:00,89.91,14.74,39.9,0.4,0.12,1.99,33.02,34.65,10.45,19.78,14.47,57.94
25-01-2019 08:00,155.97,11.47,46.85,0.44,0.36,3.63,34.02,51,32.28,20.08,34.91,103.09
25-01-2019 16:00,166.66,11.22,46.18,0.41,0.54,3.38,33.46,36.6,16.43,19.92,21.48,101.97
26-01-2019 00:00,177.16,16.03,39.04,0.51,0.56,4.28,33.57,17.04,9.84,19.86,18.97,116
26-01-2019 08:00,163.38,10.49,37.11,0.47,0.38,4.18,28.08,71.52,20.34,19.92,15.23,107.38
26-01-2019 16:00,152.34,11.04,43.55,0.54,0.38,3.21,31.98,52.7,14.39,19.5,10.37,97.75
27-01-2019 00:00,242.41,13.77,43,0.66,0.65,4.65,33.89,14.02,15.72,19.62,15.36,178.03
27-01-2019 08:00,214.56,12.37,43.43,0.65,0.7,5.5,32.98,60.41,22.24,19.91,16.85,146.31
27-01-2019 16:00,203.41,10.76,52.92,0.67,0.66,4.53,36.73,43.27,16.98,19.83,23.12,128.47
28-01-2019 00:00,203.81,11.43,41.11,0.63,0.59,4.55,31.01,24.23,15.98,19.42,14.67,153.03
28-01-2019 08:00,218.91,9.92,45.69,0.88,0.53,4.86,26.59,57.13,24.85,19.93,10.85,123.58
28-01-2019 16:00,234.57,9.31,56.23,0.74,0.64,4.42,32.71,51.37,17.31,19.57,25.74,110.38
29-01-2019 00:00,265.97,12.35,50.14,0.63,0.9,7.75,36.53,18.33,23.85,20.06,19.59,200.56
29-01-2019 08:00,225.84,9.97,45.47,0.68,0.72,6.19,32.16,70.89,28.66,20.1,17.59,149.28
29-01-2019 16:00,310.41,30.93,72.39,0.48,1.39,6.47,63.23,27.57,16.87,20.54,59.86,166.97
30-01-2019 00:00,334.78,28.63,66.64,0.55,1.48,8.78,58.45,4.94,22.63,20.71,56.36,245.47
30-01-2019 08:00,327.19,13.98,49.54,0.84,1,7.71,37.5,70.08,41.92,20.21,23.12,218.81
30-01-2019 16:00,403.91,37.38,78.28,0.47,2.16,9.66,71.54,27.78,22.85,21.31,45.82,236.53
31-01-2019 00:00,495.38,97.69,68.96,0.41,3.55,21.43,114.83,16.16,19.27,22.61,100.33,303.5
31-01-2019 08:00,295.41,35.85,69.25,1.3,1.46,10.03,65.5,52.55,29.08,21.05,32.83,167.09
31-01-2019 16:00,268.12,29.57,82.73,0.66,1.5,7.63,67.67,30.85,13.39,20.99,27.95,133.88
01-02-2019 00:00,281.34,22.3,69.73,0.52,1.5,10.29,54.93,2.52,13.06,20.8,33.44,190.88
01-02-2019 08:00,293.75,33.21,73.74,0.97,1.62,9.36,65.79,39.73,13.66,20.72,28.21,188.22
01-02-2019 16:00,307.97,11.07,48.54,0.77,1.23,6.6,34.67,28.26,12.03,19.98,29.84,201.12
02-02-2019 00:00,221.22,11.09,34.16,0.81,0.8,5.39,25.53,28.38,11.33,19.44,13.41,143.94
02-02-2019 08:00,None,None,None,None,None,None,None,None,None,None,None,None
02-02-2019 16:00,None,None,None,None,None,None,None,None,None,None,None,None
03-02-2019 00:00,None,None,None,None,None,None,None,None,None,None,None,None
03-02-2019 08:00,None,None,None,None,None,None,None,None,None,None,None,None
03-02-2019 16:00,None,None,None,None,None,None,None,None,None,None,None,None
04-02-2019 00:00,None,None,None,None,None,None,None,None,None,None,None,None
04-02-2019 08:00,None,None,None,None,None,None,None,None,None,None,None,None
04-02-2019 16:00,None,None,None,None,None,None,None,None,None,None,None,None
05-02-2019 00:00,None,None,None,None,None,None,None,None,None,None,None,None
05-02-2019 08:00,None,None,None,None,None,None,None,None,None,None,None,None
05-02-2019 16:00,None,None,None,None,None,None,None,None,None,None,None,None
06-02-2019 00:00,None,None,None,None,None,None,None,None,None,None,None,None
06-02-2019 08:00,None,None,None,None,None,None,None,None,None,None,None,None
06-02-2019 16:00,None,None,None,None,None,None,None,None,None,None,None,None
07-02-2019 00:00,None,None,None,None,None,None,None,None,None,None,None,None
07-02-2019 08:00,122.2,None,71.1,None,0.18,2.61,45.91,72.7,11.16,24.14,None,54.62
07-02-2019 16:00,105.03,None,55.65,None,0.29,4.3,41.74,46.42,10.67,22.44,None,62.39
08-02-2019 00:00,80.76,None,43.47,None,0.16,5.72,45.27,18.53,10.27,22.39,None,47.37
08-02-2019 08:00,195,6.78,47.47,0.71,0.67,8.38,41.8,73.68,11.53,21.99,None,111.23
08-02-2019 16:00,167.94,15.99,47.37,0.64,1.03,4.55,37.97,24.82,11.38,18.16,None,75.68
09-02-2019 00:00,148.97,14.28,36.19,0.72,0.64,3.39,30.67,20.98,11.33,17.92,None,100.66
09-02-2019 08:00,126.88,9.84,36.2,0.94,0.48,2.7,27.1,54.21,11.48,17.76,None,69.78
09-02-2019 16:00,221.72,20.14,57.23,0.63,1.08,4.6,46.54,28.39,11.28,18.4,None,118.07
10-02-2019 00:00,326,34.71,58.22,0.64,1.67,9.36,58.73,8.43,11.54,18.74,None,214.57
10-02-2019 08:00,243.44,17.53,52.16,0.87,1.16,6.93,41.78,52.65,12.42,18.31,None,150.41
10-02-2019 16:00,266.34,20.34,59.06,0.59,1.31,5.94,47.68,28.69,11.62,18.47,None,146.66
11-02-2019 00:00,333.62,36.44,50.18,0.46,1.8,9.73,55.85,8.7,11.32,18.58,None,216.88
11-02-2019 08:00,261.97,23.7,54.26,0.61,1.45,7.79,47.83,58.76,13.96,18.57,None,162.08
11-02-2019 16:00,237.91,19.08,65.2,0.56,1.23,4.76,49.93,24.87,11.72,18.75,None,117.99
12-02-2019 00:00,335,52.95,59.22,0.57,2.11,8.53,73.86,8.98,11.66,19.01,None,211.65
12-02-2019 08:00,339.91,19.63,62.02,0.56,1.72,8.71,48.69,77.92,14.41,18.85,None,198.33
12-02-2019 16:00,374.19,19.14,76.86,0.41,1.8,6.55,56.2,36.87,12.22,19.21,None,196.3
13-02-2019 00:00,324.28,45.93,60.61,0.46,2.02,8.2,68.98,8.95,11.92,19.2,None,208.2
13-02-2019 08:00,343.94,48.13,90.28,0.58,2.43,11.64,86.52,72.45,13.13,19.79,None,200.53
13-02-2019 16:00,399.97,72.21,119.81,0.62,3.48,13.95,121.49,32.9,12.66,20.48,None,206.88
14-02-2019 00:00,329.62,73.49,90.67,0.63,3.93,17.68,107.02,11.7,12.03,20.24,None,204.42
14-02-2019 08:00,224.12,13.26,62.91,1.31,1.63,8.92,42.7,31.78,12.4,18.52,None,155.5
14-02-2019 16:00,164.86,11.63,59.55,0.94,1.12,5.3,34.83,25.45,11.36,18.46,None,97.49
15-02-2019 00:00,153.69,37.73,58,0.44,1.14,5.56,61.04,11.68,11.39,18.89,None,102.17
15-02-2019 08:00,220.5,23.49,54.11,0.7,1.25,5.88,43.33,34.49,12.04,18.42,None,136.06
15-02-2019 16:00,207.22,15.7,42.25,0.77,1.27,5.01,35.03,21.81,11.59,18.16,None,141.45
16-02-2019 00:00,190.28,13.58,34.24,0.71,0.95,4.04,29.07,23.86,11.21,17.94,None,130.54
16-02-2019 08:00,161.34,13.96,36.73,0.57,0.8,3.41,30.7,31.66,11.01,18.05,None,112.13
16-02-2019 16:00,189.5,20.12,51.41,0.64,1.09,3.9,43.44,20.61,11.24,18.48,None,118.04
17-02-2019 00:00,188.72,16.03,37.78,0.63,1.05,4.66,32.93,19.06,11.33,18.08,None,106.91
17-02-2019 08:00,132.66,10.94,38.03,0.84,0.75,3.51,28.98,62.34,11.62,17.94,None,84.04
17-02-2019 16:00,249.56,28.8,63.26,0.6,1.37,4.21,56.69,31.09,11.77,18.87,None,137.4
18-02-2019 00:00,267.16,31.94,55.48,0.46,1.79,7.23,55.06,11.07,11.63,18.82,None,155.2
18-02-2019 08:00,196.09,28.32,70.26,1.02,1.45,5.78,60.04,44.25,12.5,18.96,None,99.95
18-02-2019 16:00,178,16.06,75.57,0.78,1.22,5.08,53.05,26.96,11.82,18.72,None,81.62
19-02-2019 00:00,157.09,56.03,55.78,0.51,1.38,6.65,74.46,9.85,11.7,19.35,None,102.34
19-02-2019 08:00,289.23,33.33,48.97,0.55,1.78,9.28,51.54,44.2,12.21,18.95,None,183.87
19-02-2019 16:00,299.41,18.89,58.42,0.42,1.71,5.61,43.12,31.65,20.44,23.82,None,147.3
20-02-2019 00:00,301.47,25.91,43.37,0.32,2.05,7.98,43.81,15.47,23.46,23.95,None,193.02
20-02-2019 08:00,98.09,13.26,36.91,0.86,0.84,4.74,28,32.5,10.9,19.97,None,62.29
20-02-2019 16:00,129.75,27.46,57.5,0.64,1.54,8.85,37.74,12.83,24.95,34.98,None,60.53
21-02-2019 00:00,180.09,33.98,37.6,0.48,1.64,8.14,36.43,24.9,25.47,36.92,None,97.99
21-02-2019 08:00,153.72,18.27,44.36,1.26,1.07,5.09,28.22,40.49,15.8,31.27,None,62.87
21-02-2019 16:00,244.44,47.15,55.28,0.6,1.84,6.11,49.78,27.96,29.31,46.63,None,92.68
22-02-2019 00:00,207.06,18.94,32.94,0.63,2.04,8.91,25.47,14.51,13.2,29.21,None,119.78
22-02-2019 08:00,109.94,9.6,24.38,1.12,0.6,3.18,17.1,40.78,3.68,23.32,None,66.22
22-02-2019 16:00,110.66,9.01,32.63,0.93,0.42,1.88,18.99,45.94,5.89,24.53,None,48.23
23-02-2019 00:00,117.12,8.74,29.47,0.75,0.45,2.31,17.95,36.46,5.78,23.86,None,75.1
23-02-2019 08:00,118.22,7.58,25.97,1.46,0.4,2.56,16.23,71.7,4.88,22.87,None,60.76
23-02-2019 16:00,170.91,10.03,43.09,0.67,0.73,2.44,22.57,38.88,9.23,27.61,None,85.41
24-02-2019 00:00,258.06,10.95,41.76,0.58,1.04,4.78,22.8,20.34,19.97,27.48,None,184.32
24-02-2019 08:00,137.34,7.92,30.65,1.01,0.61,3.3,17.77,75.69,8.11,24.03,None,82.78
24-02-2019 16:00,156.31,12.15,48.05,0.62,0.69,2.56,25.31,37.18,6.58,29.62,None,71.9
25-02-2019 00:00,227.12,18.57,50.88,0.53,1.19,4.57,30.22,12.24,12.54,32.81,None,141.93
25-02-2019 08:00,222.73,13.18,57.43,0.72,1.08,4.85,28.57,78.45,16.26,38.9,None,105.57
25-02-2019 16:00,115.78,7.64,70.68,1.15,0.74,5.4,27.91,72.1,11.02,32.44,None,54.11
26-02-2019 00:00,104.72,19.05,88.97,0.37,0.66,3.06,41.12,10.61,9.71,31.51,None,56.05
26-02-2019 08:00,146.78,11.61,80.08,0.88,0.79,4.1,33.9,56.38,15.13,28.63,None,74.37
26-02-2019 16:00,117.47,7.08,70.45,0.81,0.71,3.71,28.3,41.12,6.92,26.91,None,52.59
27-02-2019 00:00,87.62,8.03,51.26,0.28,0.34,2.04,23.56,24.76,4.72,24.82,None,46.61
27-02-2019 08:00,68.62,7.31,39.38,0.63,0.24,1.54,19.79,63.67,4.25,23.7,None,37.3
27-02-2019 16:00,100.5,9.38,65.22,0.46,0.45,1.43,28.28,37.37,4.82,25.58,None,44.61
28-02-2019 00:00,229.69,27.97,90.44,0.58,1.19,5.24,47.24,11.11,19.34,30.38,None,130.29
28-02-2019 08:00,194.34,10.73,52.81,1.08,0.86,5.47,25.41,62.29,13.98,24.2,None,129.15
28-02-2019 16:00,154.38,9.21,69.86,0.62,0.74,2.36,29.49,37.97,9.79,25.41,None,71.96
01-03-2019 00:00,183,12.6,63.02,0.57,0.9,4.52,29.77,16.38,14.38,25.35,None,112.28
01-03-2019 08:00,200.42,14.62,66.22,0.79,0.53,3.99,31.74,60.14,13.65,24.46,None,117.37
01-03-2019 16:00,179.19,13.66,67.69,0.4,0.68,2.13,31.91,33.49,10.25,20.09,None,72.21
02-03-2019 00:00,186.88,17.89,57.65,0.47,1,4.08,31.86,16.7,15.64,20.01,None,107.95
02-03-2019 08:00,294.75,18.84,82.33,0.59,1.45,6.6,39.33,23.48,31.15,21.46,None,191.26
02-03-2019 16:00,133.31,20.73,86.1,0.55,1.96,9.04,40.43,12.46,13.81,24.22,None,96.13
03-03-2019 00:00,97,9.62,43.03,0.63,0.99,6.31,21.18,22.44,9.49,19.32,None,74.44
03-03-2019 08:00,85.2,9.96,43.18,0.91,0.68,2.3,21.39,47.44,8.73,19.38,None,52.5
03-03-2019 16:00,156.53,16.99,50.94,0.44,1,3.38,28.29,38.73,13.8,22.12,None,86.8
04-03-2019 00:00,222.91,37.38,46.94,0.44,1.71,5.66,41.39,57.25,15.8,26.11,None,137.59
04-03-2019 08:00,157.97,13.03,35.73,0.97,1.26,5.91,22.66,37.56,11.1,19.68,None,104.05
04-03-2019 16:00,132.38,8.54,31.96,0.63,0.71,2.79,18.73,28.63,7.73,18.24,None,76.78
05-03-2019 00:00,148.59,11.22,33.06,0.62,0.66,2.33,20.76,9.81,8.46,18.66,None,100.45
05-03-2019 08:00,130.12,8.22,27.04,1.25,0.7,3.38,17.14,51.43,7.68,17.47,None,80
05-03-2019 16:00,186.62,10.61,48.43,0.71,0.8,2.94,24.63,32.91,8.75,20.22,None,86.07
06-03-2019 00:00,222.03,12.13,45.07,0.51,1.05,3.97,24.68,10.43,12.03,20.12,None,138.16
06-03-2019 08:00,154.3,7.86,26.79,1.25,0.51,2.84,16.82,65.19,9.67,17.61,None,87.51
06-03-2019 16:00,158.09,9.9,44.98,0.63,0.58,1.71,23.22,35.05,3.57,19.69,None,57.91
07-03-2019 00:00,274.59,26.27,56.72,0.63,1.39,5.12,36.98,7.95,3.78,24.39,None,165.29
07-03-2019 08:00,186.5,10.11,34.54,0.76,1.06,5.36,20.44,70.73,9.55,18.42,None,103.94
07-03-2019 16:00,180.12,14,57.16,0.55,0.82,2.59,29.25,45.35,5.23,21.69,None,69.77
08-03-2019 00:00,197.72,19.58,54.61,0.57,1.26,4.52,32.12,35.46,3.8,22.67,None,102.07
08-03-2019 08:00,180.53,8.81,34,0.63,0.87,4.48,19.46,67.63,11.56,18.24,None,93.03
08-03-2019 16:00,200.53,8.5,53.59,0.4,0.78,2.9,24.73,38.29,5.57,19.98,None,73.5
09-03-2019 00:00,203.12,14.43,46.78,0.53,0.93,3.6,26.63,8.99,4.01,20.63,None,110.35
09-03-2019 08:00,156.78,8.25,27.54,0.73,0.69,3.89,17.31,62.44,7.27,17.23,None,75.02
09-03-2019 16:00,151.44,7.49,36.93,0.77,0.57,1.87,19.43,42.91,3.9,17.97,None,62.14
10-03-2019 00:00,219.19,10.21,40.29,0.59,0.82,2.86,22.13,14.84,5.43,19.02,None,131.89
10-03-2019 08:00,152.19,6.76,24.85,0.78,0.59,3.49,15.61,81.1,8.19,16.59,None,76.78
10-03-2019 16:00,153.31,8.89,50.25,0.62,0.57,2.09,24.04,42.34,3.87,19.7,None,59.27
11-03-2019 00:00,238.41,12.1,64.64,0.47,1.23,5.95,30.1,16.33,7.32,21.91,None,126.1
11-03-2019 08:00,231.03,7.43,43.61,2.04,0.95,4.96,21.27,83.37,6.69,18.71,None,65.31
11-03-2019 16:00,184,7.37,52.65,0.49,0.94,3.54,23.73,45.19,4.28,19.67,None,69.79
12-03-2019 00:00,131.5,10.66,42.26,0.28,0.81,3.31,22.92,14.33,3.68,19.25,None,69.88
12-03-2019 08:00,112.59,9.44,27.07,0.51,0.51,2.81,17.74,76.03,6,17.18,None,47.15
12-03-2019 16:00,179.19,7.21,39.12,0.46,0.48,1.96,19.76,46.31,5.32,18.05,None,55.2
13-03-2019 00:00,184.38,11.11,43.89,0.5,0.64,3.02,23.28,16.25,6.03,19.35,None,77.47
13-03-2019 08:00,235.22,16.91,44.25,0.58,0.76,4.56,25.74,58.67,9.97,20.35,None,86.56
13-03-2019 16:00,266.38,28.3,73.21,0.53,1.1,4.11,41.51,31.97,5.57,24.25,None,86.46
14-03-2019 00:00,291.34,28.79,55.85,0.51,1.71,6.49,36.64,8.79,2.97,23.32,None,139.83
14-03-2019 08:00,219.56,9.4,40.12,0.81,1.18,6.44,21.33,44.8,9.93,18.43,None,102.13
14-03-2019 16:00,94.78,9.27,41.12,0.55,0.62,2.47,21.75,32.45,3.36,18.46,None,44.44
15-03-2019 00:00,201.97,20.56,42.58,0.62,1.12,4.61,29.39,9.19,3.56,21.21,None,120.39
15-03-2019 08:00,145.25,7.73,29.33,0.61,0.71,4.17,17.46,57.27,7.04,17.12,None,87.68
15-03-2019 16:00,165.47,7.8,37.12,0.63,0.54,1.96,19.68,39.05,4.63,17.99,None,66.23
16-03-2019 00:00,146.25,7.37,31.07,0.64,0.6,2.13,17.74,35.01,5.4,17.12,None,91.52
16-03-2019 08:00,140.38,6.11,25.7,1.08,0.5,2.58,15.42,81.61,7.31,16.53,None,71.08
16-03-2019 16:00,164.28,10.25,29.42,0.61,0.62,2.11,23.74,42.11,8.85,24.84,None,69.29
17-03-2019 00:00,294.72,14.49,33.4,0.53,1.2,5.01,29.35,12.26,15.97,27.87,None,179.96
17-03-2019 08:00,167.12,9.21,22.59,1.09,0.94,5.39,19.38,78.49,14.67,22.71,None,96.26
17-03-2019 16:00,157.94,9.5,28.15,0.61,0.62,2.41,22.56,49.04,10.01,24.45,None,64.82
18-03-2019 00:00,295.59,13.7,31.5,0.57,1.22,5.37,27.71,13.13,13.15,26.94,None,177.09
18-03-2019 08:00,224.54,13.26,23.33,0.99,0.94,5.7,21.9,83.09,18.01,23.66,None,127.03
18-03-2019 16:00,202.14,8.09,17.41,0.54,0.71,2.41,15.69,33.23,9.94,22.38,None,75.05
19-03-2019 00:00,262.44,23.33,37.63,0.56,1.29,5.99,38.68,11.65,10.26,32.55,None,152.89
19-03-2019 08:00,284.44,10.84,27.69,0.91,1.18,7.1,23.41,68.93,18.57,24.92,None,139.84
19-03-2019 16:00,211.41,25.17,39.07,0.51,1.08,3.93,40.91,32.7,10.92,33.57,None,69.18
20-03-2019 00:00,357.34,50.73,49.38,0.59,3.19,16.98,66.85,13.31,14.42,46.17,None,159.96
20-03-2019 08:00,202.25,11.19,29.39,1.37,1.21,8.15,24.58,59.23,11.17,25.33,None,56.14
20-03-2019 16:00,203.78,11.03,32.29,0.36,0.7,3.63,25.95,46.12,11.57,26.71,None,64.95
21-03-2019 00:00,304.44,12.81,30.53,0.39,1.79,7.13,26.49,8.53,12.51,26.42,None,170.34
21-03-2019 08:00,149.06,8.63,19.76,0.97,1.06,6.27,17.43,72.58,13.59,21.91,None,81.14
21-03-2019 16:00,113.44,9.79,23.62,0.46,0.44,2.38,20.38,46.24,10.8,23.72,None,43.24
22-03-2019 00:00,91,10.12,22.45,0.52,0.43,1.94,20.03,37.11,10.31,22.94,None,43.06
22-03-2019 08:00,128.16,7.91,18.57,1.6,0.23,1.47,16.2,79.83,9.31,21.11,None,36.6
22-03-2019 16:00,155.25,8.79,25.85,0.85,0.32,1.48,20.78,56.29,12.33,24.08,None,61.52
23-03-2019 00:00,176.16,9.52,24.05,0.78,0.68,3.29,20.43,39.66,17.17,23.25,None,107.9
23-03-2019 08:00,146.66,7.59,20.2,1.75,0.42,2.61,16.81,89.09,12.63,21.59,None,54.34
23-03-2019 16:00,142.19,8.43,24.55,1.13,0.41,1.92,19.81,72.51,12.08,24.1,None,50.41
24-03-2019 00:00,113.78,10.41,26.01,0.63,0.49,2.27,22.17,31.71,12.72,24.17,None,55.18
