From Date,PM10,NO,NO2,WS,CO,Benzene,NOx,Ozone,SO2,NH3,Toluene,PM2.5
30-01-2019 00:00,287.59,25.26,53.94,2.47,None,5.64,49.31,0.93,21,34.14,82.99,185.66
30-01-2019 08:00,300.56,13.23,50.41,3.09,0.29,4.37,37.6,60.4,29.44,31.13,53.61,184.72
30-01-2019 16:00,526.2,105.65,76.42,1.71,0.33,9.62,126.71,12.09,26.77,38.22,131.58,277.72
31-01-2019 00:00,626.31,115.58,57.86,1.52,None,16.49,125,12.42,33.24,45.98,161.77,353.47
31-01-2019 08:00,296.72,17.21,45.91,3.01,1.21,8,38.45,47.29,19.26,34.41,79.78,148.62
31-01-2019 16:00,259.19,4.79,53.69,2.47,1.73,3.56,32.88,92.62,68.64,32.88,65.25,136.12
01-02-2019 00:00,281.19,11.9,46.36,2.02,1.57,6.51,34.34,47.78,50.18,39.6,74.49,182.44
01-02-2019 08:00,264.12,9.74,39.06,2.84,1.44,5.86,28.69,65.05,43.08,38.84,59.08,159.69
01-02-2019 16:00,341.25,5.64,42.27,3.67,1.85,5.54,27.08,15.11,16.84,43.1,95.79,230.62
02-02-2019 00:00,247.06,3.17,27.12,3.7,1,4.03,17.01,10.98,8.05,35.15,44.47,164.5
02-02-2019 08:00,276.56,6.1,32.51,3.62,0.95,3.89,22.28,26.75,12.27,32.86,39.31,180.31
02-02-2019 16:00,376.31,11.42,47.18,3.23,1.4,6.42,34.39,10.62,14.5,37.6,70.43,251.31
03-02-2019 00:00,168.44,3.99,22.78,2.98,0.64,3.87,15.36,9.65,8.54,27.38,43.93,103.62
03-02-2019 08:00,218.06,4.95,27.45,3.04,0.84,3.31,18.63,30.91,11.89,28.8,40.07,130.19
03-02-2019 16:00,308.31,29.61,45.04,2.48,1.44,5.48,48.08,14.47,11.52,31.65,71.05,175.06
04-02-2019 00:00,270.88,34.52,34.39,2.23,1.46,5.95,46.43,2.04,9.16,30.65,61.3,151.56
04-02-2019 08:00,291.38,15.34,54.59,2.79,1.18,5.47,41.55,56.4,17,29.13,55.12,160.31
04-02-2019 16:00,477.5,152.58,62.67,1.62,4.87,9.91,157.79,20.03,21.18,29.85,146.65,223.5
05-02-2019 00:00,674.56,262.03,46.67,1.4,6,19.68,233.72,20.5,16.61,38.51,304.81,388.5
05-02-2019 08:00,444,30.69,64.62,2.59,2.25,8.87,59.38,69.6,60.44,36.36,156.93,248.31
05-02-2019 16:00,506.44,126.8,69.3,1.83,3.61,7.82,140.29,28.26,48.97,35.53,158.32,232.69
06-02-2019 00:00,358.62,53.69,46.9,1.53,2.45,8.52,68.69,18.21,11.55,38.69,192.28,218.81
06-02-2019 08:00,245.62,17.33,40.88,2.92,1.15,5.13,35.91,34.22,17.42,35.36,90.58,151.5
06-02-2019 16:00,234,3.93,39.04,2.92,1.64,4.44,23.98,82.15,47.04,34.82,65.45,144.44
07-02-2019 00:00,110.75,1.45,19,3.3,0.81,2.47,11.16,32.76,11.06,27.18,32.13,73.06
07-02-2019 08:00,80.44,3.42,25.59,3.78,0.57,1.52,16.39,21.29,10.68,22.37,24.91,42.06
07-02-2019 16:00,107.06,8.46,37.03,2.43,1.11,2.94,26.59,14.21,12.27,20.45,47.96,60.06
08-02-2019 00:00,160.38,14.36,29.35,1.24,0.83,2.49,27.32,5.44,11.55,19.48,34.81,101.31
08-02-2019 08:00,200.88,10.64,35.92,3.27,1.38,3.05,27.77,45.49,16.57,20.91,46.64,93.44
08-02-2019 16:00,182.06,4.23,36.79,3.62,0.9,2.8,22.99,20.51,16.46,18.34,57.33,61.38
09-02-2019 00:00,138.69,2.71,26.65,3.98,0.3,2.47,16.38,18.4,10.9,19.73,37.88,72.62
09-02-2019 08:00,149.31,2.73,21.45,3.95,0.42,1.92,13.64,53.89,13.72,18.11,31.76,56.81
09-02-2019 16:00,246.88,12.32,45.74,3.02,1.58,3.64,34.39,18.93,19.15,21.03,72.34,99
10-02-2019 00:00,226.31,12.46,44.92,2.74,1.1,3.15,34.29,5.02,15.6,25.71,54.66,112.69
10-02-2019 08:00,208.06,5.14,32.04,3.4,0.78,2.66,21.21,59.67,20.51,22.48,38.73,104.12
10-02-2019 16:00,271.12,13.39,48.87,2.39,1.05,3.72,36.91,22.61,19.01,23.16,64.79,125.38
11-02-2019 00:00,322.44,31,42.36,1.56,1.13,4.03,47.81,2.55,11.24,26.61,65.01,160.69
11-02-2019 08:00,233.38,9.74,38.27,1.96,0.86,3.84,28.3,73.59,26.3,25.72,47.22,113.38
11-02-2019 16:00,311.75,16.35,58.04,1.92,1.71,4.89,44.16,23.54,23.78,25.69,68.44,136.12
12-02-2019 00:00,338.38,28.9,47.47,1.46,1.54,4.96,48.81,1.63,25.43,30.81,76.09,194.12
12-02-2019 08:00,304.81,7.5,44.41,1.82,1.79,3.86,29.73,95.52,41.77,30.02,57.21,157.75
12-02-2019 16:00,457.5,21.03,72,1.76,2.42,6.52,55.42,34.14,24.62,27.1,80.57,256.19
13-02-2019 00:00,309.56,37.57,40.01,1.7,1.16,5.33,52.05,6.57,15.43,None,52.56,204.31
13-02-2019 08:00,357.31,25.94,57.24,2.29,2.15,4.6,51.24,98.23,30.79,20.55,55.79,199.5
13-02-2019 16:00,446.44,78.21,67.94,1.74,3.05,5.75,97.3,23.62,19.03,28.45,114.13,175.31
14-02-2019 00:00,333.25,27.51,49.18,1.68,1.65,5.56,48.6,28.66,13.84,41.74,179.97,198.56
14-02-2019 08:00,241.62,7.41,35.67,3.18,1.04,4.15,25.02,41.48,27.57,49.69,66.05,168.06
14-02-2019 16:00,158.12,2.59,33.5,2.86,1.05,2.52,19.94,27.47,9.06,34.46,28.58,102.38
15-02-2019 00:00,149.81,14.88,31.72,1.62,0.86,2.18,28.99,30.01,11.7,23.62,44.78,92.12
15-02-2019 08:00,199.19,10.19,35.33,2.02,1.45,3.66,27.1,52.29,30.35,27.71,50.49,115.81
15-02-2019 16:00,234.44,2.81,32.74,3.98,0.87,4.23,19.71,16.05,12.75,54.16,72.17,144.94
16-02-2019 00:00,178.25,3.48,25.95,3.66,0.07,2.75,16.65,11.34,10.81,42.09,29.62,113.25
16-02-2019 08:00,195,6.34,26.68,3.25,0.19,2.78,19.34,19,13.14,39.96,35.98,119.75
16-02-2019 16:00,193.62,7,41.58,3.34,0.48,3.86,27.8,12.52,12.8,37.04,57.72,109.44
17-02-2019 00:00,182.25,6.46,36.17,3.44,0.13,3.59,24.5,7.7,10.71,36.86,40.12,106.06
17-02-2019 08:00,159.75,5.51,31.43,3.94,0.41,2.71,21.17,45.47,18,31.97,31.46,88.5
17-02-2019 16:00,217.44,19.19,54.56,2.78,0.91,3.21,44.65,25.6,14.75,31.76,48.27,105.38
18-02-2019 00:00,210.56,20.34,46.78,1.8,0.82,3.15,41.47,9.53,15.22,32.55,46.99,124.31
18-02-2019 08:00,205.38,20.77,55.78,2.94,0.66,2.6,46.61,51,24.27,30.82,41.98,84.5
18-02-2019 16:00,190.06,5.32,54.91,2.61,0.6,2.58,33.45,57.87,29.3,31.91,47.8,82.12
19-02-2019 00:00,184,23.75,39.68,1.72,0.75,2.69,40.41,60.74,25.67,35.36,44.89,107.56
19-02-2019 08:00,205.44,10.3,43.84,2.35,0.33,2.83,31.79,57.89,18.3,40.02,41.37,106.12
19-02-2019 16:00,370.44,35.9,73.42,1.94,1.3,5.57,66.45,29.27,15.96,44.81,64.14,173.56
20-02-2019 00:00,289.88,23.97,48.49,2.13,0.86,6.42,45.33,32.38,21.78,44.74,67.04,156.88
20-02-2019 08:00,121.06,9.05,41.68,2.79,0.74,2.85,29.54,24.41,20.17,34.53,46.73,52.06
20-02-2019 16:00,151.69,23.4,48.71,2.04,0.73,2.92,44.96,48.53,27.03,31.01,63.09,48.38
21-02-2019 00:00,202.5,37.19,38.23,1.81,0.39,3.27,50.49,75.67,45.12,30.48,64.06,85.81
21-02-2019 08:00,189,9.77,30.99,3.08,0.16,2.12,24.56,41.47,36.66,29.68,31.28,55.62
21-02-2019 16:00,333.06,100.2,54.74,2.01,1.47,3.88,110.71,43.95,21.06,32.36,81.04,90.34
22-02-2019 00:00,245.69,49.42,32.5,3.47,0.93,5.33,56.98,11.4,10.89,41.43,94.73,106.19
22-02-2019 08:00,126.22,4.4,19.6,4.35,0.52,2.24,13.98,16.16,13.3,36.4,36.49,59.06
22-02-2019 16:00,114.53,1.26,31.05,4.23,0.15,2.22,17.55,18.96,10.95,25.12,51.39,41.75
23-02-2019 00:00,95.25,1.72,27.72,3.96,0.13,1.65,16.06,19.63,11.81,24.87,26.98,46.59
23-02-2019 08:00,131.31,2.11,22.44,4.87,0.1,2.04,13.66,46.82,16.37,23.27,29.14,43.72
23-02-2019 16:00,121.62,1.72,38.6,3.52,0.22,2.25,21.92,29.66,13.52,23.44,48.56,43.75
24-02-2019 00:00,152.16,5.69,45.2,3.16,0.09,2.48,28.65,18.41,17.05,29.84,33.26,88.09
24-02-2019 08:00,133.09,1.72,26.15,3.15,0.06,1.94,15.33,77.06,19.63,25.67,27.78,64.19
24-02-2019 16:00,203.53,14.62,60.77,2.14,0.53,2.54,43.47,30.99,24.11,27.68,41.17,97.5
25-02-2019 00:00,289.53,15.44,50.65,1.39,0.39,4.42,39.53,11.21,17.06,35.11,31.02,203.28
25-02-2019 08:00,245.09,8.41,56.01,2.27,0.62,3,36.69,84.03,42.8,32.25,40.14,114.88
25-02-2019 16:00,131.5,12.77,54.92,2.49,0.39,2.4,39.62,68.13,23.83,25.56,57.55,47
26-02-2019 00:00,149.19,24.08,45.71,1.73,0.43,2.33,43.93,15.06,19.99,27.15,46.29,74.03
26-02-2019 08:00,178.06,8.27,37.42,2.5,0.74,2.74,26.63,56.91,23.08,31.13,37.39,84.59
26-02-2019 16:00,104.62,2.76,42.91,2.71,0.7,1.74,25.08,31.31,14.87,26.71,38.3,38.91
27-02-2019 00:00,116.25,7.07,30.81,2.45,0.38,1.72,22.12,14.19,15.53,26.11,23.23,65.12
27-02-2019 08:00,146.5,8.24,28.53,2.29,None,2.37,21.86,17.49,18.44,28.06,18.96,85.14
27-02-2019 16:00,272.69,22.61,67.11,1.96,0.71,7.63,54.17,6.84,22.38,28.21,34.38,167.56
28-02-2019 00:00,268.38,35.02,46.15,1.68,1.59,4.67,53,5.14,13.28,30.52,32.88,172.44
28-02-2019 08:00,173.75,7.17,30.19,4.15,1.43,2.37,21.9,45.62,18.74,29.05,32.41,92.03
28-02-2019 16:00,174.34,11.92,50.07,2.63,1.38,2.5,36.35,22.65,18.31,24.6,36.27,73.28
01-03-2019 00:00,198.69,21.15,50.81,2.57,1.05,2.43,44.29,3.25,23.86,30.5,35.48,104.09
01-03-2019 08:00,170.56,11.1,36.28,3.15,0.76,2.33,28.35,57.81,18.12,29.4,31.47,81.06
01-03-2019 16:00,189,13.48,56.42,2.28,1.28,2.8,40.97,21.21,20.9,26.07,41.56,67
02-03-2019 00:00,188.62,12.67,47.2,1.47,1.19,3.17,35.42,6.13,20.53,32.5,49.21,96.06
02-03-2019 08:00,273.06,16.46,53.4,2.31,1.43,3.77,41.82,27.86,29.91,38.02,45.77,149.62
02-03-2019 16:00,112.06,9.75,56.76,2.1,1.67,2.57,38.39,19.91,24.18,29.73,47.77,67.38
03-03-2019 00:00,91.44,4.75,36.78,2.33,1.91,2.18,23.41,17.4,16.47,28.59,33.69,65.75
03-03-2019 08:00,73,4.69,27.36,2.58,1.13,1.31,18.37,33.68,14.03,27.08,26.93,39.31
03-03-2019 16:00,243.62,66.3,41.51,1.88,2.17,2.49,76.12,28.26,14.58,34.16,43.6,85.62
04-03-2019 00:00,291.38,62.97,28.67,1.68,1.86,3.66,66.57,7.05,12.6,38.22,47.09,160.56
04-03-2019 08:00,175.5,14.46,43.17,3.17,1.47,3.06,34.7,32.52,19.2,36.09,36.06,99.62
04-03-2019 16:00,139.12,3.24,32.14,3.46,1.77,1.94,19.72,18.78,12.61,29.12,39.65,59.06
05-03-2019 00:00,115.75,3.09,26.96,3.17,0.97,1.6,16.85,14.57,12.74,None,25.93,59.56
05-03-2019 08:00,129.94,2.59,22.63,4.04,1.11,1.52,14.15,50.32,16.11,4.4,22.15,64.62
05-03-2019 16:00,147.69,7.21,44.67,3.09,1.34,2.68,29.31,21.15,14.71,28.83,43.17,56.38
06-03-2019 00:00,170.94,10.2,42.2,2.81,2.25,2.73,30.75,5.03,13.44,30.87,44.95,86.19
06-03-2019 08:00,161.75,6.53,31,4.15,2.77,2.15,21.77,51.41,17.16,34.97,29.03,70.25
06-03-2019 16:00,186.5,14.46,49.55,2.41,2.46,2.78,38.76,22.57,16.69,27.23,44.17,62.81
07-03-2019 00:00,242.12,33.76,48.39,1.78,1.64,3.82,53.25,2.52,14.44,28.42,59.45,117.38
07-03-2019 08:00,180.69,10.43,34.47,2.84,1.33,2.81,26.84,71.43,19.9,34.24,37.65,83
07-03-2019 16:00,236.94,20.99,72.13,2.17,1.42,3.65,55.5,19.92,27.98,20.53,39.89,106.69
08-03-2019 00:00,281.12,22.48,51.95,1.64,1.33,4.43,45.99,2.08,19.52,28.06,37.23,170
08-03-2019 08:00,211.25,5.63,35.67,2.5,1.16,2.52,23.54,60.7,26.88,34.6,31.87,96.5
08-03-2019 16:00,267.5,12.4,61.21,2.28,1.88,3.66,42.67,21.51,29.43,25.81,40.8,130.94
09-03-2019 00:00,233.56,15.41,40.78,2.38,1.76,3.19,34.24,1.81,23.49,32.39,25.19,124.94
09-03-2019 08:00,180.56,7.87,31.18,3.37,1.6,1.84,23.01,44.35,26.59,36.33,21.17,58.56
09-03-2019 16:00,128.88,1.31,34.19,3.48,1.21,1.58,19.19,34.82,12.79,35.43,19.82,36.44
10-03-2019 00:00,154.21,2.59,36.12,2.84,1.2,1.64,21.34,19.85,15.97,34.66,25.17,70.36
10-03-2019 08:00,146.25,1.66,21.38,2.68,0.87,1.52,12.65,87.19,20.17,40.11,20.85,52.31
10-03-2019 16:00,204.81,7.42,57.76,2.09,1.3,2.53,37.05,30.37,22.31,26.8,32.65,75.81
11-03-2019 00:00,225.88,10.38,51.09,2.22,1.5,3.42,35.73,13.64,61.95,28.81,30.58,103.25
11-03-2019 08:00,249.12,2,26.15,3.87,1.04,2.43,15.51,79.38,19.66,39.76,20.33,53.62
11-03-2019 16:00,190.94,6.82,53.59,2.38,1.1,5.17,33.9,30.66,16.35,23.4,52.27,62.62
12-03-2019 00:00,147.44,8.45,31.25,2.22,1.51,4.3,23.52,8.49,21.72,29.53,20.92,88.5
12-03-2019 08:00,113.31,3.57,22.27,2.89,1.08,2.36,14.75,61.9,12.99,33.09,16.17,37.5
12-03-2019 16:00,167,3.15,38.91,3.05,0.74,3.08,23.26,34.93,24.26,27.02,26.56,45.81
13-03-2019 00:00,223.94,6.23,41.76,1.93,1.24,3.8,27.22,18.48,28.39,26.06,17.09,89.31
13-03-2019 08:00,296.5,7.05,48,2.28,1.71,5.17,31.27,47.43,30.77,24.33,41.09,104.12
13-03-2019 16:00,330.44,17,58.18,1.92,2.08,8.24,44.79,19.33,26.57,20.75,79.22,137.81
14-03-2019 00:00,393.69,35.16,42.68,1.73,2.14,9.3,51.38,1.26,32.37,25.55,45.79,233.81
14-03-2019 08:00,237.44,10.67,35.52,3.86,1.49,4.62,27.58,28.48,24.55,29.12,25.71,100.19
14-03-2019 16:00,114.62,5.07,38.98,2.57,1.2,3.73,24.98,21.43,13.19,27.93,35.56,48.81
15-03-2019 00:00,151.12,13.93,40.16,2.57,1.39,3.69,32.72,6.59,19.27,26.57,49.61,80.62
15-03-2019 08:00,128.12,6.19,27.38,2.79,0.89,2.28,19.55,50.75,27.04,32.31,21.08,52.12
15-03-2019 16:00,115.88,3,36.29,3.47,0.96,2.99,21.76,30.21,12.6,29.53,45.43,36.31
16-03-2019 00:00,114,2.78,26.76,3.51,0.68,2.28,16.51,30.25,12.03,32.55,28.89,54.75
16-03-2019 08:00,135.38,2.43,21.38,3.48,1.03,2.08,13.34,82.35,15.88,34.62,23.66,50
16-03-2019 16:00,191.75,4.55,47.31,2.77,1.68,3.98,28.88,34.74,19.95,25.32,58.61,77.19
17-03-2019 00:00,203.38,9.59,50.88,2.39,1.41,4.44,34.88,7.69,20.9,23.64,51.39,108.25
17-03-2019 08:00,158.31,3.59,26.53,3.07,1.71,2.82,17.03,86.17,16.13,33.18,27.15,67.38
17-03-2019 16:00,166.56,3.16,45.41,2.75,1.64,3.04,26.78,43.95,16.09,26.53,35.79,54.94
18-03-2019 00:00,209.19,12.4,53.6,2.1,0.94,4.04,38.63,8.03,19.51,23.12,38.43,110.31
18-03-2019 08:00,189.81,4.03,31.02,3.06,1.23,3.05,19.83,99.7,22.23,32.2,27.67,80.75
18-03-2019 16:00,216.5,14.9,55.71,2.4,1.81,4.43,41.81,40.51,18.89,23.44,61.6,85.44
19-03-2019 00:00,201.44,10.39,51.77,2.61,1.65,3.52,36.03,9.57,29.27,24.3,57.73,91.19
19-03-2019 08:00,209.12,5.89,36.55,3.16,1.45,3.27,24.24,94.79,21.79,30.49,33.11,79.38
19-03-2019 16:00,266.88,47.12,56.83,2.04,2.17,5.7,68.61,34.59,22.94,22.43,88.91,78.44
20-03-2019 00:00,307.78,37.02,56.64,1.9,2.08,6.74,60.27,45.31,40.82,21.97,132.35,122.94
20-03-2019 08:00,211.28,4.78,30.48,3.42,1.03,2.48,20.12,75.3,14.46,32.77,43.12,54.69
20-03-2019 16:00,232.28,9.41,55.24,2.32,1.4,5.33,37.05,21.15,24.34,25.12,39.3,78.06
21-03-2019 00:00,343,11.9,42.59,1.84,2.68,11.71,32.28,7.56,34.09,28.26,32.52,224.19
21-03-2019 08:00,140.25,2.3,16.54,1.97,1.18,3.58,10.69,76.85,19.04,37.86,12.62,64.44
21-03-2019 16:00,131.69,1.92,22.34,2.63,0.83,2.59,13.46,54.09,15.92,35.9,11.76,43.59
22-03-2019 00:00,102.59,2.85,21.74,3.18,1.08,2.63,13.93,35.2,21.84,35.13,10.94,39.03
22-03-2019 08:00,143.22,2.62,18.89,4.37,0.87,1.75,12.19,80.73,13.65,35.82,11.64,24.91
