From Date,Humidity
2019-01-01 00:00:00,77.2425
2019-01-01 08:00:00,77.2425
2019-01-01 16:00:00,77.2425
2019-01-02 00:00:00,87.6378
2019-01-02 08:00:00,87.6378
2019-01-02 16:00:00,87.6378
2019-01-03 00:00:00,70.9478
2019-01-03 08:00:00,70.9478
2019-01-03 16:00:00,70.9478
2019-01-04 00:00:00,66.678
2019-01-04 08:00:00,66.678
2019-01-04 16:00:00,66.678
2019-01-05 00:00:00,90.6419
2019-01-05 08:00:00,90.6419
2019-01-05 16:00:00,90.6419
2019-01-06 00:00:00,94.6258
2019-01-06 08:00:00,94.6258
2019-01-06 16:00:00,94.6258
2019-01-07 00:00:00,77.0472
2019-01-07 08:00:00,77.0472
2019-01-07 16:00:00,77.0472
2019-01-08 00:00:00,75.7655
2019-01-08 08:00:00,75.7655
2019-01-08 16:00:00,75.7655
2019-01-09 00:00:00,60.2025
2019-01-09 08:00:00,60.2025
2019-01-09 16:00:00,60.2025
2019-01-10 00:00:00,79.2902
2019-01-10 08:00:00,79.2902
2019-01-10 16:00:00,79.2902
2019-01-11 00:00:00,89.6111
2019-01-11 08:00:00,89.6111
2019-01-11 16:00:00,89.6111
2019-01-12 00:00:00,82.2523
2019-01-12 08:00:00,82.2523
2019-01-12 16:00:00,82.2523
2019-01-13 00:00:00,82.67
2019-01-13 08:00:00,82.67
2019-01-13 16:00:00,82.67
2019-01-14 00:00:00,75.8677
2019-01-14 08:00:00,75.8677
2019-01-14 16:00:00,75.8677
2019-01-15 00:00:00,79.3261
2019-01-15 08:00:00,79.3261
2019-01-15 16:00:00,79.3261
2019-01-16 00:00:00,83.3066
2019-01-16 08:00:00,83.3066
2019-01-16 16:00:00,83.3066
2019-01-17 00:00:00,92.4623
2019-01-17 08:00:00,92.4623
2019-01-17 16:00:00,92.4623
2019-01-18 00:00:00,91.4577
2019-01-18 08:00:00,91.4577
2019-01-18 16:00:00,91.4577
2019-01-19 00:00:00,77.9583
2019-01-19 08:00:00,77.9583
2019-01-19 16:00:00,77.9583
2019-01-20 00:00:00,79.9008
2019-01-20 08:00:00,79.9008
2019-01-20 16:00:00,79.9008
2019-01-21 00:00:00,86.4239
2019-01-21 08:00:00,86.4239
2019-01-21 16:00:00,86.4239
2019-01-22 00:00:00,88.9567
2019-01-22 08:00:00,88.9567
2019-01-22 16:00:00,88.9567
2019-01-23 00:00:00,51.7536
2019-01-23 08:00:00,51.7536
2019-01-23 16:00:00,51.7536
2019-01-24 00:00:00,77.9878
2019-01-24 08:00:00,77.9878
2019-01-24 16:00:00,77.9878
2019-01-25 00:00:00,70.4905
2019-01-25 08:00:00,70.4905
2019-01-25 16:00:00,70.4905
2019-01-26 00:00:00,67.7961
2019-01-26 08:00:00,67.7961
2019-01-26 16:00:00,67.7961
2019-01-27 00:00:00,79.7257
2019-01-27 08:00:00,79.7257
2019-01-27 16:00:00,79.7257
2019-01-28 00:00:00,60.4951
2019-01-28 08:00:00,60.4951
2019-01-28 16:00:00,60.4951
2019-01-29 00:00:00,68.906
2019-01-29 08:00:00,68.906
2019-01-29 16:00:00,68.906
2019-01-30 00:00:00,80.3353
2019-01-30 08:00:00,80.3353
2019-01-30 16:00:00,80.3353
2019-01-31 00:00:00,65.7895
2019-01-31 08:00:00,65.7895
2019-01-31 16:00:00,65.7895
2019-02-01 00:00:00,65.5158
2019-02-01 08:00:00,65.5158
2019-02-01 16:00:00,65.5158
2019-02-02 00:00:00,68.4331
2019-02-02 08:00:00,68.4331
2019-02-02 16:00:00,68.4331
2019-02-03 00:00:00,71.2551
2019-02-03 08:00:00,71.2551
2019-02-03 16:00:00,71.2551
2019-02-04 00:00:00,83.0824
2019-02-04 08:00:00,83.0824
2019-02-04 16:00:00,83.0824
2019-02-05 00:00:00,72.4481
2019-02-05 08:00:00,72.4481
2019-02-05 16:00:00,72.4481
2019-02-06 00:00:00,72.7767
2019-02-06 08:00:00,72.7767
2019-02-06 16:00:00,72.7767
2019-02-07 00:00:00,72.6569
2019-02-07 08:00:00,72.6569
2019-02-07 16:00:00,72.6569
2019-02-08 00:00:00,68.8058
2019-02-08 08:00:00,68.8058
2019-02-08 16:00:00,68.8058
2019-02-09 00:00:00,68.0563
2019-02-09 08:00:00,68.0563
2019-02-09 16:00:00,68.0563
2019-02-10 00:00:00,59.5882
2019-02-10 08:00:00,59.5882
2019-02-10 16:00:00,59.5882
2019-02-11 00:00:00,54.6476
2019-02-11 08:00:00,54.6476
2019-02-11 16:00:00,54.6476
2019-02-12 00:00:00,72.4315
2019-02-12 08:00:00,72.4315
2019-02-12 16:00:00,72.4315
2019-02-13 00:00:00,80.3498
2019-02-13 08:00:00,80.3498
2019-02-13 16:00:00,80.3498
2019-02-14 00:00:00,66.3494
2019-02-14 08:00:00,66.3494
2019-02-14 16:00:00,66.3494
2019-02-15 00:00:00,82.8781
2019-02-15 08:00:00,82.8781
2019-02-15 16:00:00,82.8781
2019-02-16 00:00:00,63.9888
2019-02-16 08:00:00,63.9888
2019-02-16 16:00:00,63.9888
2019-02-17 00:00:00,59.311
2019-02-17 08:00:00,59.311
2019-02-17 16:00:00,59.311
2019-02-18 00:00:00,58.6489
2019-02-18 08:00:00,58.6489
2019-02-18 16:00:00,58.6489
2019-02-19 00:00:00,61.6382
2019-02-19 08:00:00,61.6382
2019-02-19 16:00:00,61.6382
2019-02-20 00:00:00,66.8122
2019-02-20 08:00:00,66.8122
2019-02-20 16:00:00,66.8122
2019-02-21 00:00:00,60.2085
2019-02-21 08:00:00,60.2085
2019-02-21 16:00:00,60.2085
2019-02-22 00:00:00,65.3066
2019-02-22 08:00:00,65.3066
2019-02-22 16:00:00,65.3066
2019-02-23 00:00:00,87.5689
2019-02-23 08:00:00,87.5689
2019-02-23 16:00:00,87.5689
2019-02-24 00:00:00,50.5554
2019-02-24 08:00:00,50.5554
2019-02-24 16:00:00,50.5554
2019-02-25 00:00:00,59.5393
2019-02-25 08:00:00,59.5393
2019-02-25 16:00:00,59.5393
2019-02-26 00:00:00,59.9824
2019-02-26 08:00:00,59.9824
2019-02-26 16:00:00,59.9824
2019-02-27 00:00:00,65.9417
2019-02-27 08:00:00,65.9417
2019-02-27 16:00:00,65.9417
2019-02-28 00:00:00,57.2665
2019-02-28 08:00:00,57.2665
2019-02-28 16:00:00,57.2665
2019-03-01 00:00:00,75.7696
2019-03-01 08:00:00,75.7696
2019-03-01 16:00:00,75.7696
2019-03-02 00:00:00,84.0772
2019-03-02 08:00:00,84.0772
2019-03-02 16:00:00,84.0772
2019-03-03 00:00:00,66.8943
2019-03-03 08:00:00,66.8943
2019-03-03 16:00:00,66.8943
2019-03-04 00:00:00,61.7127
2019-03-04 08:00:00,61.7127
2019-03-04 16:00:00,61.7127
2019-03-05 00:00:00,64.2549
2019-03-05 08:00:00,64.2549
2019-03-05 16:00:00,64.2549
2019-03-06 00:00:00,57.7916
2019-03-06 08:00:00,57.7916
2019-03-06 16:00:00,57.7916
2019-03-07 00:00:00,51.4781
2019-03-07 08:00:00,51.4781
2019-03-07 16:00:00,51.4781
2019-03-08 00:00:00,53.8141
2019-03-08 08:00:00,53.8141
2019-03-08 16:00:00,53.8141
2019-03-09 00:00:00,50.7365
2019-03-09 08:00:00,50.7365
2019-03-09 16:00:00,50.7365
2019-03-10 00:00:00,61.0445
2019-03-10 08:00:00,61.0445
2019-03-10 16:00:00,61.0445
2019-03-11 00:00:00,69.8459
2019-03-11 08:00:00,69.8459
2019-03-11 16:00:00,69.8459
2019-03-12 00:00:00,85.8399
2019-03-12 08:00:00,85.8399
2019-03-12 16:00:00,85.8399
2019-03-13 00:00:00,61.0289
2019-03-13 08:00:00,61.0289
2019-03-13 16:00:00,61.0289
2019-03-14 00:00:00,67.9075
2019-03-14 08:00:00,67.9075
2019-03-14 16:00:00,67.9075
2019-03-15 00:00:00,59.3233
2019-03-15 08:00:00,59.3233
2019-03-15 16:00:00,59.3233
2019-03-16 00:00:00,71.1483
2019-03-16 08:00:00,71.1483
2019-03-16 16:00:00,71.1483
2019-03-17 00:00:00,63.6253
2019-03-17 08:00:00,63.6253
2019-03-17 16:00:00,63.6253
2019-03-18 00:00:00,64.5583
2019-03-18 08:00:00,64.5583
2019-03-18 16:00:00,64.5583
2019-03-19 00:00:00,56.7878
2019-03-19 08:00:00,56.7878
2019-03-19 16:00:00,56.7878
2019-03-20 00:00:00,68.63
2019-03-20 08:00:00,68.63
2019-03-20 16:00:00,68.63
2019-03-21 00:00:00,61.9966
2019-03-21 08:00:00,61.9966
2019-03-21 16:00:00,61.9966
2019-03-22 00:00:00,54.1836
2019-03-22 08:00:00,54.1836
2019-03-22 16:00:00,54.1836
2019-03-23 00:00:00,47.4451
2019-03-23 08:00:00,47.4451
2019-03-23 16:00:00,47.4451
2019-03-24 00:00:00,57.4278
2019-03-24 08:00:00,57.4278
2019-03-24 16:00:00,57.4278
2019-03-25 00:00:00,44.1126
2019-03-25 08:00:00,44.1126
2019-03-25 16:00:00,44.1126
2019-03-26 00:00:00,57.7225
2019-03-26 08:00:00,57.7225
2019-03-26 16:00:00,57.7225
2019-03-27 00:00:00,56.8228
2019-03-27 08:00:00,56.8228
2019-03-27 16:00:00,56.8228
2019-03-28 00:00:00,47.7379
