Temperature,Windspeed
27.092564,6.2129755
24.147978,5.4353504
25.26251,10.089512
23.574448,7.3939195
23.97962,7.6002297
23.399248,4.7288384
24.652119,8.473845
25.603224,8.973007
26.788559,9.704
28.27294,6.671543
25.805079,5.4831285
25.187328,5.359703
25.37831,6.911852
24.119028,5.901559
22.786001,4.6490364
24.388304,6.8426495
24.494461,8.139301
21.91058,5.6519184
21.528221,4.5408792
21.47741,5.1012015
22.54466,12.095658
23.693722,9.229105
23.520386,5.197038
24.837065,5.607682
22.20616,4.6246934
20.985954,4.270478
20.624935,3.9274054
19.072582,3.774936
20.02073,4.6313443
18.855682,4.1912823
19.74084,4.891906
19.59193,4.2990603
21.50024,9.71822
21.198017,4.9209366
21.671154,4.690311
20.905605,4.0694013
20.91782,4.572661
19.997524,3.9109132
19.96509,4.0336914
19.464857,3.7521021
20.956596,6.260091
21.433556,5.9567447
20.737568,4.5213733
20.657433,3.97494
21.764341,5.720161
19.856876,4.292637
20.565956,4.7560577
19.488405,4.077668
18.717113,4.138847
18.459858,4.10149
19.19617,4.842926
18.214008,4.3734045
22.569681,18.633448
22.039824,11.304074
23.28826,10.125338
24.335457,4.813936
23.367445,4.715287
21.345747,4.3336687
23.712488,10.50014
23.823177,9.02583
22.867615,6.4509964
22.325699,4.5232477
22.80201,6.3327703
24.036066,10.682448
24.564291,9.330632
26.451363,6.70127
26.787224,5.494925
24.046518,4.853993
24.36899,5.7482686
22.973772,4.934088
24.04682,7.5352197
22.928286,4.85518
21.560673,4.3475685
22.92394,6.0382104
22.290876,6.1228976
21.498375,4.545515
21.183746,4.079434
24.656374,11.585785
23.20915,7.8457427
25.39163,9.097222
23.856245,5.23597
23.850086,7.4553494
23.431917,5.546253
22.942173,5.9733934
24.237307,4.9456635
25.804289,7.65477
25.564924,5.9854746
25.349318,5.257109
26.041956,5.573512
23.254745,4.7560105
22.672949,4.5997577
23.943954,6.6121807
23.36128,6.414514
22.39256,4.602401
23.53048,5.43568
24.944952,8.522999
23.586596,6.0439053
23.169107,4.7268
23.099955,4.730391
22.320549,4.889256
24.365953,8.593959
23.687366,5.2623653
25.190868,7.049482
26.08083,6.5426307
23.92976,5.2114267
26.266779,7.369846
24.938175,5.7225256
24.217085,5.608389
24.953764,4.9786754
26.166325,7.880984
24.37203,5.2871294
24.092821,5.00587
23.916018,4.9920115
21.128807,4.273813
22.609138,5.8307137
22.184126,5.0009556
22.41935,5.512712
22.965858,4.531282
23.4228,5.0958986
22.602604,4.5576315
23.861177,6.2160115
22.448565,4.739515
24.364826,8.5787945
22.289541,5.1455793
22.281073,5.8455105
24.996523,9.791468
22.731709,6.754595
25.129393,7.668471
24.719906,5.3106117
24.600464,6.424669
23.83154,4.871728
22.338354,4.444474
24.174623,7.0196567
24.957357,9.253773
24.759886,6.4935775
23.571537,4.804838
25.140816,7.7360997
22.202633,5.181562
21.83608,5.011782
22.559261,4.7722235
21.68551,4.722624
20.221714,4.160017
22.252432,7.4131184
22.601881,8.84249
23.157114,8.379791
27.641233,9.601778
26.851755,6.9576297
27.142502,6.9550915
26.18613,5.4898853
24.617722,4.95509
24.92158,5.3051825
25.46296,6.742212
26.592705,6.784019
27.636297,7.161791
26.749592,5.6363163
26.172289,5.311628
25.650455,5.207816
22.728584,4.58936
24.058947,6.388189
23.47325,5.530686
22.689388,5.144569
21.76403,4.3278666
22.24099,5.4485974
21.137625,4.6679845
22.499718,7.3249125
21.793304,4.6138024
20.477242,4.113485
20.581543,4.2394476
21.562687,8.033611
19.896765,4.780197
20.827393,5.1590624
21.308605,5.2935185
19.843885,4.3199835
19.80017,3.7878692
19.793262,3.8639545
19.569946,3.863726
21.207348,6.496106
19.918392,4.3081174
19.794594,4.1890464
20.1969,4.287719
19.34829,3.8465476
18.826626,3.8174264
18.824478,4.162318
18.669254,4.1408114
18.82967,4.2989335
20.215832,5.533347
19.756893,4.2257752
19.846457,3.864823
19.138699,3.813014
20.208153,5.0041647
20.435555,4.9149876
20.817144,5.2171392
19.196497,4.142191
18.461971,4.585371
18.8348,5.52854
19.30762,5.3464866
18.900192,4.1295605
18.8614,3.9237275
18.512201,3.9287171
0,4
20.721546,5.633276
19.097599,4.462091
18.6638,4.810264
19.172827,4.8688946
18.98843,4.22245
20.707132,10.307707
20.318222,4.6495996
19.479855,4.6972623
19.309912,4.5692587
18.523201,3.9902716
18.8801,4.083231
18.877115,3.900314
18.715557,3.9741135
18.370394,4.258957
18.056927,4.4287252
18.63002,4.4250555
18.614563,3.913418
18.398432,3.9665437
18.374481,4.2095647
21.24936,16.439726
20.441862,8.830452
21.613777,6.158234
22.325018,4.7834444
19.633327,4.0766015
21.918716,6.7815294
21.710293,5.2524276
20.280388,4.4691453
21.906376,4.7348585
21.730217,5.356458
21.557575,5.1249423
21.429039,4.070836
19.652607,4.171903
19.945595,4.2473426
19.873869,4.011536
19.784641,3.944029
20.585926,4.083573
21.122936,4.2995543
22.517794,5.7743034
23.914463,6.571828
22.703535,4.86946
21.353168,4.54681
22.052408,4.8060303
19.52531,4.3466024
21.367378,6.354706
22.673471,7.090845
23.195787,6.944474
24.005438,4.762171
23.455614,4.4317727
23.847115,4.5678964
23.112808,4.3858547
20.57795,4.7389197
23.516142,11.348621
23.485544,9.039278
23.792927,7.7141657
24.20884,4.717754
24.294292,4.9514008
22.185621,4.6356106
20.430544,4.5353584
21.627426,4.9547176
21.655746,7.6180162
22.242016,5.9397764
23.77709,5.122527
25.039953,6.2271805
25.543705,6.169491
26.518023,5.946864
25.709303,5.0909333
23.979296,4.839767
21.27282,4.866456
22.286064,6.9787836
21.59834,6.221584
22.779303,6.983879
22.407383,4.4894757
22.760305,4.6907477
22.923006,4.582183
23.498709,5.9627233
22.951445,4.5161424
23.47831,4.755516
24.593077,5.9144106
25.4574,7.6645994
25.748257,5.749439
27.398453,6.864987
26.615625,5.792372
26.042566,5.712613
27.209162,6.1230955
26.401825,6.370008
27.59926,6.918578
28.016932,7.0249457
25.977505,5.436333
28.691923,9.426016
29.023418,10.686974
28.286276,8.882911
25.773718,6.972885
27.346973,8.436139
26.643621,9.296239
25.784578,8.326523
29.557327,9.153402
31.138775,11.883476
30.668137,10.059973
32.474895,9.251601
30.72233,8.480808
30.916399,8.536997
31.226257,9.134585
30.774803,9.10518
31.859627,8.78147
31.132158,8.530621
31.944283,8.898588
29.42097,7.7323866
28.768568,7.1017756
27.602243,6.4592633
28.041752,9.28389
30.166698,11.640854
29.854467,9.6479
32.14547,9.206154
31.868929,9.0928955
30.723125,8.771282
31.879482,8.610251
32.070156,9.236461
31.40281,9.097806
32.13218,9.035076
30.916122,8.39926
32.461563,9.452873
31.986237,10.019991
33.884056,11.398196
34.67263,10.575566
31.513239,9.591286
33.06423,9.87617
34.40454,11.122842
30.408976,9.6243725
30.865465,8.930685
31.418617,8.99452
29.8038,8.551661
29.565897,8.267912
30.740112,8.533337
30.7214,8.2817745
28.845217,7.380867
30.305721,7.958281
31.064838,9.991488
32.70778,11.775366
33.664993,10.531791
35.57421,11.025071
33.410717,10.178348
33.54915,9.947531
32.578148,9.632499
30.421017,8.425724
30.575136,8.071255
30.798317,8.308348
30.433907,8.735382
30.396969,8.516206
31.530657,8.402793
29.903114,7.806396
29.748549,7.844306
28.3453,6.877664
28.959074,7.834978
28.898163,8.457495
27.470974,7.158026
29.731504,7.8082495
30.155169,9.775965
30.085274,9.247325
29.912958,7.9799438
25.812315,7.131833
28.16623,11.143562
24.728058,6.985641
27.035425,12.681998
24.74025,6.9305573
22.39368,5.1760416
27.740808,15.638342
26.428616,15.754626
28.11812,10.615195
31.646667,8.604263
29.447752,8.172827
27.894644,6.9699273
28.479269,6.8999324
25.368574,5.1889763
23.223843,4.6593432
24.600286,6.293277
23.916676,6.2690706
23.936132,5.5039096
24.3314,4.6107907
24.733412,5.264388
24.246092,4.8067374
25.440252,5.9513326
24.889734,4.824493
26.9913,9.481781
25.42544,5.6005387
24.508627,5.408228
23.844505,5.217217
22.869057,5.101441
20.914392,4.627237
19.902164,4.4196362
21.741299,6.301013
23.168156,13.707121
23.495646,7.24877
22.665503,4.8474174
21.599976,4.7219276
21.061827,4.3773723
20.970362,5.264866
21.04108,4.6487246
19.751272,4.0585017
20.223774,4.15414
18.861591,4.413335
19.527153,4.7172365
20.738323,5.384391
20.632935,5.538106
21.9471,4.674051
21.501488,4.1945395
20.897253,4.024269
20.54634,3.905066
19.065205,4.2075887
19.762524,4.4676657
19.633839,4.0748234
20.2849,4.39998
20.138342,3.9585562
19.473433,3.9045525
20.86016,4.3225284
18.994587,4.571994
19.28262,4.6167693
18.665928,4.5044956
18.559692,4.378688
18.505869,4.064149
18.490124,4.0886064
18.531982,3.9934747
18.73402,4.0854
20.722036,10.078683
22.684177,9.990399
22.840242,5.635752
21.490015,4.748737
19.585892,5.103907
20.465282,6.3209214
21.653696,12.498052
21.543894,7.768686
20.33081,4.671324
21.242493,4.8912635
19.488735,4.210968
21.508625,10.294431
23.687483,8.696637
21.044266,6.4262533
22.754166,5.6552935
23.273342,6.741706
23.219349,9.869599
24.55346,5.9363194
25.121746,5.2131863
26.98519,7.608032
26.916634,7.347977
24.033897,5.6021123
24.60381,5.7482495
24.263752,6.5238686
23.716908,7.550782
24.052921,4.9415994
26.65265,8.97712
23.964828,5.3793225
25.349396,7.7988596
23.9087,5.935307
23.115774,5.983139
25.00854,6.6733294
25.07743,7.421399
24.041958,4.9632645
26.049444,6.9207764
24.483646,5.3944745
25.037615,6.9467883
24.195145,5.0585666
24.121672,5.4376283
23.282667,4.7800097
22.447565,4.5158763
23.561283,5.0577183
24.760666,8.200107
25.9838,7.4549384
22.119196,6.5288897
23.834072,7.1093144
24.999786,13.290573
23.577087,11.265277
24.785748,5.475226
26.551374,6.235715
25.327454,5.550487
22.899904,4.953632
24.134825,5.608909
24.343863,8.001042
23.80069,6.515465
22.5431,4.7724385
22.067362,4.4820547
20.56998,3.9976752
19.243538,3.9130075
21.380697,7.0226483
22.085287,6.062994
23.67488,6.865688
22.275887,4.72107
23.588964,6.0029793
23.482763,5.4117727
21.708107,5.0149083
22.616674,4.369544
20.598833,4.1154637
22.703388,9.398225
23.13686,6.2640014
21.726446,5.1509237
21.920288,4.3701367
23.18113,9.136036
21.860912,5.6750164
22.801048,5.1737294
24.883722,7.206093
23.203655,5.2553916
23.187338,4.7299705
23.984037,4.818169
22.751472,4.3403764
23.009996,4.631965
23.338764,4.4001
23.769228,4.9901757
22.659788,4.478793
21.804577,4.2422004
23.124353,5.845504
20.606384,4.7508
21.820225,5.022058
20.537277,4.417658
19.819855,4.0105124
23.185707,12.831857
24.447165,11.062841
25.861101,7.459855
27.873968,6.1829076
26.65133,5.719972
25.879742,5.2756047
26.699146,5.691568
26.478903,6.553186
26.173494,5.892318
24.77568,5.0831842
23.227896,4.7602687
24.590042,8.730292
22.176777,5.2478085
24.185436,7.7399817
22.481747,5.414821
20.636627,4.4558144
21.085514,4.266661
21.774387,10.208695
24.23276,9.533169
25.666605,7.2891088
27.349525,6.5627174
24.18441,5.759291
24.21716,5.5256844
21.665024,4.9598923
19.321238,4.1908464
19.196682,4.2251587
20.28815,5.3808393
20.453943,5.121869
19.514835,4.1907496
21.81733,6.0482926
21.358791,5.4419966
20.74107,4.5623517
19.556313,4.4810705
19.914234,4.6273417
19.269197,4.01163
19.76047,4.103271
19.14751,4.108538
20.4953,4.658991
19.6385,4.20133
20.722784,4.699284
19.15253,4.573889
18.804432,4.465697
19.928173,5.1944327
20.598122,7.980576
19.929111,4.3357162
19.329124,4.3618174
20.176895,4.6545606
20.956532,6.8019757
20.625004,5.064577
19.216812,4.5894246
19.567753,4.7369385
20.728508,6.8438225
19.53907,4.8248677
19.639893,4.0790715
19.165981,4.291669
18.63744,4.0739627
19.282879,4.2118554
18.768478,4.0065055
19.311451,4.2250123
18.496729,4.422675
19.175209,4.738826
20.044321,5.1190453
19.42974,4.2633805
19.323677,3.9680977
20.867237,4.5666494
19.91219,4.186794
22.602642,10.646552
20.913164,5.5766897
20.61833,5.114847
21.606972,5.1052275
18.84333,4.2107725
19.343777,4.3475175
18.959259,4.2257557
18.079594,4.237316
18.404541,4.6026964
18.485416,4.1095853
18.180044,3.955962
17.982529,4.301221
19.178078,4.90497
18.777697,4.228563
19.476082,4.3484416
19.897196,4.024609
20.695423,4.4209337
22.972353,8.995895
23.328842,5.857959
22.72692,4.7214684
22.330618,4.44764
20.762642,3.9472501
21.418314,4.394853
20.516602,4.095452
19.836077,3.9160898
21.580984,4.9756684
22.041086,6.146209
21.165466,4.7285137
22.725922,4.773152
23.211143,5.488323
22.649904,5.091076
23.002338,4.3277907
22.312292,4.2942967
20.485968,4.006364
19.585182,4.053122
20.272778,4.279498
20.951012,5.2990837
19.566807,4.3205595
19.437006,4.1819167
20.35447,4.4615936
19.167599,4.060857
21.511421,9.073367
22.824228,7.468101
21.035368,5.713874
20.547522,4.653501
19.52,4.352664
20.415356,9.826367
20.778908,6.411816
23.508978,10.278033
25.432253,7.9478707
23.616848,5.745454
23.8113,4.933156
23.22434,4.818849
21.129436,4.256866
22.975227,6.835343
22.73172,4.8000245
23.03591,5.1827965
24.168037,4.907319
23.879717,5.106819
24.039217,4.712005
23.847866,4.45036
22.077295,4.4316883
24.270514,9.316078
21.63572,5.6252313
23.773674,9.581328
23.05735,6.249217
22.91875,7.86044
23.462084,4.943465
21.041283,4.586054
24.190863,10.223965
23.698298,7.5197845
25.289648,8.4579115
25.544703,5.2595425
25.955791,6.355048
28.38913,9.195717
26.96028,7.3961916
27.818878,6.8702097
26.690622,5.967191
24.000984,4.7215204
23.67985,4.649262
23.717628,5.3366866
25.96584,10.524757
27.41299,9.693253
29.388287,8.706199
29.650757,7.5230365
28.159225,6.7761683
29.082987,7.1969275
29.072115,8.592683
29.632683,9.029292
30.595757,8.508622
30.826164,8.3747635
28.676678,7.2206683
29.900974,8.254044
29.499006,8.800931
28.400015,7.9711385
31.90958,9.5308895
31.97819,11.301832
31.508541,10.153325
31.802744,9.0730295
30.835447,8.296244
31.692749,8.989074
33.111633,11.916486
32.38468,10.463532
32.866447,9.579816
32.98137,9.519965
30.656765,8.182651
30.277977,8.04521
31.913961,8.912105
29.041561,7.843608
30.174616,8.6712
30.251339,8.56736
29.5824,8.320218
30.5346,8.583423
30.836987,8.725505
31.666008,8.735522
32.623177,9.324801
30.092342,8.255744
31.064035,8.64137
30.995468,9.046026
28.505785,7.6849065
31.490747,9.201693
30.005398,9.077584
29.849188,8.852089
28.88248,7.499548
28.140257,6.7899303
28.869152,8.217824
29.69692,9.7270975
30.981045,9.180247
29.796795,8.09089
30.888468,8.30268
31.72465,9.548036
30.618782,9.617844
31.358412,9.075202
33.42604,9.51166
33.53112,10.919665
32.535336,10.164802
34.463722,10.215322
31.495169,9.134921
31.010166,8.720977
31.611612,9.095319
29.455563,8.079076
29.17907,7.440356
30.325413,7.7541833
30.010294,8.8470125
28.66062,7.7347193
31.795311,9.520226
30.489315,9.729371
30.467218,9.464981
31.163483,8.544733
30.044243,8.002813
28.616484,6.973508
28.208921,6.5401216
28.791466,7.310519
26.168459,5.603184
27.28439,6.794849
27.176601,6.578721
23.565344,5.0670357
25.35805,6.1617937
24.194267,5.627294
24.924345,7.678735
28.184444,9.859415
27.24095,7.8460207
26.731716,6.0777936
23.999548,5.8869734
25.016075,10.439706
23.785397,7.2014394
24.369627,7.1429386
23.427347,5.09229
24.380842,8.333015
25.821413,8.902087
26.87379,8.840772
28.069878,6.7660413
25.483282,5.680921
25.435484,5.5713
25.553392,6.510989
24.291845,5.888101
22.703945,4.7711396
24.49137,6.4251957
24.775434,7.85942
21.828844,6.1308174
21.45932,4.8680563
21.614964,4.897451
22.263248,13.017617
24.069246,9.571552
23.556608,5.4502907
25.028433,5.4011393
22.260952,4.8205047
21.147837,4.217923
20.767004,4.0544086
18.974388,4.1060514
19.81232,4.464444
18.796038,4.3451242
19.384697,4.571511
19.550232,4.340143
21.236412,9.584942
21.339798,4.989424
21.867455,4.6779237
20.79655,4.14768
20.905464,4.1519613
19.861752,3.9790857
19.930614,3.9194272
19.324745,4.0740647
20.862762,5.6475677
21.786064,6.1107473
20.938662,4.859706
20.631517,4.0309005
21.819181,5.068875
19.815245,4.512405
20.567333,4.4816837
19.320307,4.418473
18.60622,4.2339244
18.432953,4.367454
18.624554,4.30338
18.001785,4.287732
21.808464,19.46309
22.55967,12.047737
23.965338,9.424442
24.424019,4.9170685
23.50167,4.4786477
21.218391,4.738663
23.36519,10.5453415
24.325357,9.351804
23.134495,6.7327385
22.145967,4.9487743
22.934622,5.710036
