,year,PM2.5 Bawana,PM2.5 Anand vihar,PM2.5 Vivek Vihar,PM2.5 DTU,Err BW,Err AV,Err VV,Err DTU
0,"Mar-Jun,2018",0.0,104.5888524590164,89.55139344262295,85.97999999999999,0.0,10.473963085874608,7.391550554337529,8.052123232690345
1,"Mar-Jun,2019",99.38450819672133,97.61844262295082,77.65385245901639,84.8055737704918,7.405179460004492,8.479846709249957,5.58851456011791,6.13462932056957
2,"Mar-Jun,2020",64.31475409836065,49.11491803278689,52.78377049180328,57.93729508196721,5.436519768412458,6.451974326998394,4.076336868638444,4.743454793009028
