From Date,Humidity
2019-01-01 00:00:00,76.0224
2019-01-01 08:00:00,76.0224
2019-01-01 16:00:00,76.0224
2019-01-02 00:00:00,78.6975
2019-01-02 08:00:00,78.6975
2019-01-02 16:00:00,78.6975
2019-01-03 00:00:00,78.1653
2019-01-03 08:00:00,78.1653
2019-01-03 16:00:00,78.1653
2019-01-04 00:00:00,84.8888
2019-01-04 08:00:00,84.8888
2019-01-04 16:00:00,84.8888
2019-01-05 00:00:00,70.3225
2019-01-05 08:00:00,70.3225
2019-01-05 16:00:00,70.3225
2019-01-06 00:00:00,71.5797
2019-01-06 08:00:00,71.5797
2019-01-06 16:00:00,71.5797
2019-01-07 00:00:00,79.7942
2019-01-07 08:00:00,79.7942
2019-01-07 16:00:00,79.7942
2019-01-08 00:00:00,74.1743
2019-01-08 08:00:00,74.1743
2019-01-08 16:00:00,74.1743
2019-01-09 00:00:00,67.0839
2019-01-09 08:00:00,67.0839
2019-01-09 16:00:00,67.0839
2019-01-10 00:00:00,73.8648
2019-01-10 08:00:00,73.8648
2019-01-10 16:00:00,73.8648
2019-01-11 00:00:00,82.8577
2019-01-11 08:00:00,82.8577
2019-01-11 16:00:00,82.8577
2019-01-12 00:00:00,68.2292
2019-01-12 08:00:00,68.2292
2019-01-12 16:00:00,68.2292
2019-01-13 00:00:00,72.1226
2019-01-13 08:00:00,72.1226
2019-01-13 16:00:00,72.1226
2019-01-14 00:00:00,94.8073
2019-01-14 08:00:00,94.8073
2019-01-14 16:00:00,94.8073
2019-01-15 00:00:00,80.2983
2019-01-15 08:00:00,80.2983
2019-01-15 16:00:00,80.2983
2019-01-16 00:00:00,76.3045
2019-01-16 08:00:00,76.3045
2019-01-16 16:00:00,76.3045
2019-01-17 00:00:00,81.3973
2019-01-17 08:00:00,81.3973
2019-01-17 16:00:00,81.3973
2019-01-18 00:00:00,75.525
2019-01-18 08:00:00,75.525
2019-01-18 16:00:00,75.525
2019-01-19 00:00:00,83.9593
2019-01-19 08:00:00,83.9593
2019-01-19 16:00:00,83.9593
2019-01-20 00:00:00,74.8255
2019-01-20 08:00:00,74.8255
2019-01-20 16:00:00,74.8255
2019-01-21 00:00:00,78.2214
2019-01-21 08:00:00,78.2214
2019-01-21 16:00:00,78.2214
2019-01-22 00:00:00,76.2189
2019-01-22 08:00:00,76.2189
2019-01-22 16:00:00,76.2189
2019-01-23 00:00:00,66.4617
2019-01-23 08:00:00,66.4617
2019-01-23 16:00:00,66.4617
2019-01-24 00:00:00,57.4468
2019-01-24 08:00:00,57.4468
2019-01-24 16:00:00,57.4468
2019-01-25 00:00:00,54.9491
2019-01-25 08:00:00,54.9491
2019-01-25 16:00:00,54.9491
