1.137699966430664062e+02,2.311000061035156250e+01,9.864699707031250000e+02,2.226900024414062500e+02,5.377000045776367188e+01,1.763300018310546875e+02,1.490500030517578125e+02,6.299999952316284180e-01,7.769999980926513672e+00,3.377000045776367188e+01,2.720999908447265625e+01,4.800000000000000000e+01,7.783999633789062500e+01,8.051000213623046875e+01,4.299000167846679688e+01,3.106999969482421875e+01,1.549999952316284180e+00
9.191999816894531250e+01,2.581999969482421875e+01,9.847800292968750000e+02,2.236199951171875000e+02,4.715999984741210938e+01,1.496000061035156250e+02,1.309199981689453125e+02,6.700000166893005371e-01,7.920000076293945312e+00,2.445999908447265625e+01,3.084000015258789062e+01,2.398999977111816406e+01,5.979999923706054688e+01,5.134000015258789062e+01,4.997999954223632812e+01,2.385000038146972656e+01,1.450000047683715820e+00
1.114400024414062500e+02,2.486000061035156250e+01,9.882999877929687500e+02,1.787899932861328125e+02,5.040000152587890625e+01,1.649299926757812500e+02,1.168199996948242188e+02,8.399999737739562988e-01,6.559999942779541016e+00,9.079999923706054688e+00,3.649000167846679688e+01,3.680000066757202148e+00,3.256999969482421875e+01,1.922999954223632812e+01,5.515999984741210938e+01,2.540999984741210938e+01,1.220000028610229492e+00
3.800000000000000000e+01,2.395000076293945312e+01,9.902700195312500000e+02,1.262500000000000000e+02,4.088000106811523438e+01,1.887700042724609375e+02,2.083800048828125000e+02,4.300000071525573730e-01,2.359999895095825195e+00,6.750000000000000000e+00,2.737999916076660156e+01,2.529999971389770508e+00,4.006000137329101562e+01,2.282999992370605469e+01,5.645000076293945312e+01,2.553000068664550781e+01,7.799999713897705078e-01
5.772999954223632812e+01,2.403000068664550781e+01,9.894899902343750000e+02,1.485399932861328125e+02,4.429999923706054688e+01,1.815800018310546875e+02,1.978800048828125000e+02,6.600000262260437012e-01,2.390000104904174805e+00,8.000000000000000000e+00,2.637000083923339844e+01,4.829999923706054688e+00,5.604000091552734375e+01,3.374000167846679688e+01,5.199000167846679688e+01,2.811000061035156250e+01,8.500000238418579102e-01
6.006000137329101562e+01,2.452000045776367188e+01,9.878400268554687500e+02,1.499400024414062500e+02,4.834000015258789062e+01,1.721600036621093750e+02,2.038200073242187500e+02,6.899999976158142090e-01,3.869999885559082031e+00,1.357999992370605469e+01,2.776000022888183594e+01,1.628000068664550781e+01,5.311000061035156250e+01,4.152000045776367188e+01,3.931000137329101562e+01,3.341999816894531250e+01,9.200000166893005371e-01
6.729000091552734375e+01,2.338999938964843750e+01,9.882899780273437500e+02,1.468800048828125000e+02,5.859000015258789062e+01,1.610099945068359375e+02,1.736300048828125000e+02,7.699999809265136719e-01,3.640000104904174805e+00,1.592000007629394531e+01,2.721999931335449219e+01,1.115999984741210938e+01,4.636000061035156250e+01,3.375999832153320312e+01,3.624000167846679688e+01,2.517000007629394531e+01,9.800000190734863281e-01
8.812000274658203125e+01,2.379999923706054688e+01,9.895800170898437500e+02,1.767899932861328125e+02,5.368000030517578125e+01,1.785599975585937500e+02,1.718500061035156250e+02,5.799999833106994629e-01,4.019999980926513672e+00,1.897999954223632812e+01,2.914999961853027344e+01,2.220999908447265625e+01,6.349000167846679688e+01,5.193000030517578125e+01,3.997999954223632812e+01,3.302000045776367188e+01,1.070000052452087402e+00
9.176999664306640625e+01,2.457999992370605469e+01,9.901199951171875000e+02,1.895200042724609375e+02,5.052999877929687500e+01,1.583000030517578125e+02,1.634299926757812500e+02,6.600000262260437012e-01,5.500000000000000000e+00,2.592000007629394531e+01,2.823999977111816406e+01,3.029000091552734375e+01,7.188999938964843750e+01,6.290999984741210938e+01,4.413999938964843750e+01,3.372000122070312500e+01,1.269999980926513672e+00
1.573099975585937500e+02,2.662000083923339844e+01,9.879799804687500000e+02,2.611499938964843750e+02,5.193999862670898438e+01,1.663099975585937500e+02,1.517299957275390625e+02,5.099999904632568359e-01,1.189000034332275391e+01,4.491999816894531250e+01,3.565999984741210938e+01,5.416999816894531250e+01,7.205999755859375000e+01,8.251000213623046875e+01,5.406000137329101562e+01,3.613999938964843750e+01,1.840000033378601074e+00
1.050800018310546875e+02,2.848999977111816406e+01,9.849600219726562500e+02,2.355599975585937500e+02,5.609999847412109375e+01,1.604499969482421875e+02,1.295800018310546875e+02,4.600000083446502686e-01,8.189999580383300781e+00,4.231000137329101562e+01,4.116999816894531250e+01,3.425000000000000000e+01,6.748999786376953125e+01,6.381999969482421875e+01,4.754999923706054688e+01,2.479000091552734375e+01,1.659999966621398926e+00
1.001500015258789062e+02,2.995999908447265625e+01,9.839500122070312500e+02,2.014799957275390625e+02,5.131000137329101562e+01,1.556499938964843750e+02,9.933000183105468750e+01,8.100000023841857910e-01,6.900000095367431641e+00,1.812999916076660156e+01,4.393000030517578125e+01,1.172999954223632812e+01,5.809000015258789062e+01,4.054000091552734375e+01,6.024000167846679688e+01,3.038999938964843750e+01,1.360000014305114746e+00
